narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,sequence_id
P02_03_21,P02,P02_03,00:48.7,00:47.6,00:49.8,2854,2986,put pan under the next one,put-under,1,pan,5,['pan'],[5],P02_03_seq_00006
P02_03_211,P02,P02_03,11:55.4,11:54.4,11:55.8,42865,42949,put pan,put,1,pan,5,['pan'],[5],P02_03_seq_00055
P02_03_214,P02,P02_03,12:01.0,12:00.9,12:01.8,43254,43308,put mesh onto plate,put-onto,1,mesh,39,"['mesh', 'plate']","[39, 2]",P02_03_seq_00056
P02_03_217,P02,P02_03,12:09.3,12:08.6,12:14.5,43713,44073,pour water,pour,9,water,27,['water'],[27],P02_03_seq_00057
P02_03_221,P02,P02_03,12:17.4,12:18.8,12:21.2,44331,44472,read recipe on pasta,read-on,38,recipe,149,"['recipe', 'pasta']","[149, 45]",P02_03_seq_00058
P02_03_224,P02,P02_03,12:25.4,12:25.1,12:27.7,44703,44863,cut pasta bag,cut,7,bag:pasta,19,['bag:pasta'],[19],P02_03_seq_00059
P02_03_227,P02,P02_03,12:39.6,12:38.4,12:40.8,45502,45647,close pasta bag,close,4,bag:pasta,19,['bag:pasta'],[19],P02_03_seq_00060
P02_03_231,P02,P02_03,12:49.0,12:48.6,12:49.6,46116,46174,close fridge,close,4,fridge,12,['fridge'],[12],P02_03_seq_00061
P02_03_234,P02,P02_03,12:56.0,12:55.0,12:56.1,46497,46565,move scissors,move,11,scissors,79,['scissors'],[79],P02_03_seq_00062
P02_03_238,P02,P02_03,13:05.8,13:05.1,13:05.9,47103,47155,pick up salt,pick-up,0,salt,38,['salt'],[38],P02_03_seq_00063
P02_03_241,P02,P02_03,13:10.4,13:09.2,13:11.9,47352,47517,lower heat on stove,lower,73,heat,65,"['heat', 'stove']","[65, 24]",P02_03_seq_00064
P02_03_244,P02,P02_03,13:22.4,13:23.6,13:24.8,48218,48287,pick up chopping board,pick-up,0,board:chopping,18,['board:chopping'],[18],P02_03_seq_00065
P02_03_247,P02,P02_03,13:35.9,13:32.3,13:37.6,48739,49053,pick up knife,pick-up,0,knife,4,['knife'],[4],P02_03_seq_00066
P02_03_25,P02,P02_03,00:58.1,00:57.5,00:58.7,3448,3522,close cupboard,close,4,cupboard,3,['cupboard'],[3],P02_03_seq_00007
P02_03_253,P02,P02_03,14:10.4,14:08.3,14:10.9,50896,51055,pick up onion piece,pick-up,0,piece:onion,16,['piece:onion'],[16],P02_03_seq_00067
P02_03_257,P02,P02_03,14:23.5,14:22.0,14:23.5,51718,51811,put garlic into pan,put-into,5,garlic,51,"['garlic', 'pan']","[51, 5]",P02_03_seq_00068
P02_03_261,P02,P02_03,14:33.7,14:32.9,14:34.4,52376,52461,lower heat,lower,73,heat,65,['heat'],[65],P02_03_seq_00069
P02_03_266,P02,P02_03,14:52.3,14:48.5,15:02.1,53308,54124,still chopping chicken,chop,7,chicken,57,['chicken'],[57],P02_03_seq_00070
P02_03_269,P02,P02_03,15:06.2,15:05.7,15:07.1,54341,54425,put two spoons,put,1,spoon,1,['spoon'],[1],P02_03_seq_00071
P02_03_273,P02,P02_03,15:44.8,15:43.1,15:44.5,56583,56671,pick up two spoons,pick-up,0,spoon,1,['spoon'],[1],P02_03_seq_00072
P02_03_277,P02,P02_03,15:52.6,15:51.7,15:53.2,57099,57190,close pesto,close,4,pesto,47,['pesto'],[47],P02_03_seq_00073
P02_03_281,P02,P02_03,15:57.6,15:56.4,15:57.1,57381,57426,pick up spoon,pick-up,0,spoon,1,['spoon'],[1],P02_03_seq_00074
P02_03_285,P02,P02_03,16:04.6,16:03.4,16:04.9,57801,57892,scoop more cheese,scoop,16,cheese:more,32,['cheese:more'],[32],P02_03_seq_00075
P02_03_288,P02,P02_03,16:12.4,16:10.8,16:11.7,58250,58302,put cheese down,put-down,1,cheese,32,['cheese'],[32],P02_03_seq_00076
P02_03_29,P02,P02_03,01:06.4,01:05.7,01:07.2,3940,4029,put chopping board,put,1,board:chopping,18,['board:chopping'],[18],P02_03_seq_00008
P02_03_292,P02,P02_03,16:21.8,16:21.3,16:25.9,58880,59152,move water using spoon from pot to pan,move-to,11,water,27,"['water', 'spoon', 'pot']","[27, 1, 29]",P02_03_seq_00077
P02_03_295,P02,P02_03,16:37.8,16:32.7,16:42.5,59563,60147,mix cheese pesto and onions in pan using wooden spoon,mix,10,pesto:cheese,32,"['pesto:cheese', 'onion', 'pan', 'spoon:wooden']","[32, 16, 5, 1]",P02_03_seq_00078
P02_03_299,P02,P02_03,17:11.6,17:07.9,17:10.8,61674,61846,pour pine nuts into pan,pour-into,9,nut:pine,133,"['nut:pine', 'pan']","[133, 5]",P02_03_seq_00079
P02_03_3,P02,P02_03,00:11.6,00:11.0,00:12.5,662,752,get water filter,get,0,filter:water,66,['filter:water'],[66],P02_03_seq_00002
P02_03_304,P02,P02_03,17:21.3,17:16.9,17:17.7,62215,62264,pick up mesh with broccoli,pick-up,0,mesh,39,"['mesh', 'broccoli']","[39, 101]",P02_03_seq_00080
P02_03_307,P02,P02_03,17:30.0,17:27.4,17:28.2,62845,62889,hold pan and mix sauce,hold,34,pan,5,"['pan', 'sauce:mix']","[5, 47]",P02_03_seq_00081
P02_03_313,P02,P02_03,17:51.4,17:47.9,17:49.1,64072,64148,put spoon,put,1,spoon,1,['spoon'],[1],P02_03_seq_00082
P02_03_316,P02,P02_03,18:00.0,17:57.1,17:58.0,64623,64678,increase heat,increase,70,heat,65,['heat'],[65],P02_03_seq_00083
P02_03_319,P02,P02_03,18:05.8,18:03.3,18:16.3,64998,65775,stir sauce,stir,10,sauce,47,['sauce'],[47],P02_03_seq_00084
P02_03_32,P02,P02_03,01:14.7,01:13.6,01:14.3,4417,4459,put yoghurt,put,1,yoghurt,98,['yoghurt'],[98],P02_03_seq_00009
P02_03_323,P02,P02_03,18:25.7,18:23.0,18:28.0,66177,66478,open cupboard,open,3,cupboard,3,['cupboard'],[3],P02_03_seq_00085
P02_03_327,P02,P02_03,18:44.0,18:40.2,18:46.6,67213,67593,hold stain and stir sauce,hold,34,stain,39,"['stain', 'sauce:stir']","[39, 47]",P02_03_seq_00086
P02_03_331,P02,P02_03,18:58.9,18:55.3,18:58.1,68115,68283,move chopping board from sink,move-from,11,board:chopping,18,"['board:chopping', 'sink']","[18, 63]",P02_03_seq_00087
P02_03_334,P02,P02_03,19:14.0,19:11.2,19:12.3,69069,69135,put mesh in sink,put-in,5,mesh,39,"['mesh', 'sink']","[39, 63]",P02_03_seq_00088
P02_03_338,P02,P02_03,19:23.6,19:18.8,19:25.5,69531,69932,mix pasta with sauce,mix-with,10,pasta,45,"['pasta', 'sauce']","[45, 47]",P02_03_seq_00089
P02_03_342,P02,P02_03,19:54.7,19:50.1,19:51.5,71408,71491,hold pan,hold,34,pan,5,['pan'],[5],P02_03_seq_00090
P02_03_346,P02,P02_03,20:03.7,20:00.7,20:01.7,72039,72099,close oil,close,4,oil,31,['oil'],[31],P02_03_seq_00091
P02_03_349,P02,P02_03,20:11.1,20:08.3,20:09.2,72500,72555,pick up scissors,pick-up,0,scissors,79,['scissors'],[79],P02_03_seq_00092
P02_03_35,P02,P02_03,01:22.2,01:20.5,01:21.5,4830,4892,open plastic cover using scissors,open,3,cover:plastic,89,"['cover:plastic', 'scissors']","[89, 79]",P02_03_seq_00010
P02_03_353,P02,P02_03,20:20.1,20:17.9,20:19.1,73076,73147,put plate,put,1,plate,2,['plate'],[2],P02_03_seq_00093
P02_03_357,P02,P02_03,20:41.3,20:38.7,20:39.7,74323,74379,put pan,put,1,pan,5,['pan'],[5],P02_03_seq_00094
P02_03_39,P02,P02_03,01:31.3,01:30.0,01:30.8,5401,5447,close trash bin,close,4,bin:trash,36,['bin:trash'],[36],P02_03_seq_00011
P02_03_42,P02,P02_03,01:39.1,01:37.6,01:42.1,5854,6128,sprinkle water on broccoli,sprinkle-on,42,water,27,"['water', 'broccoli']","[27, 101]",P02_03_seq_00012
P02_03_46,P02,P02_03,01:49.9,01:47.4,01:55.3,6444,6919,cut broccoli,cut,7,broccoli,101,['broccoli'],[101],P02_03_seq_00013
P02_03_50,P02,P02_03,02:22.6,02:21.8,02:27.8,8508,8866,separate broccoli using hand,separate,52,broccoli,101,"['broccoli', 'hand']","[101, 11]",P02_03_seq_00014
P02_03_55,P02,P02_03,02:34.0,02:32.9,02:34.4,9171,9267,remove from floor,remove-from,12,floor,159,['floor'],[159],P02_03_seq_00015
P02_03_59,P02,P02_03,02:38.8,02:37.2,02:38.2,9432,9492,open tap,turn-on,6,tap,0,['tap'],[0],P02_03_seq_00016
P02_03_63,P02,P02_03,02:45.2,02:43.5,02:45.3,9810,9917,put lid,put,1,lid,6,['lid'],[6],P02_03_seq_00017
P02_03_68,P02,P02_03,02:58.7,02:57.6,03:04.9,10658,11093,fill pan with water,fill-with,26,pan,5,"['pan', 'water']","[5, 27]",P02_03_seq_00018
P02_03_72,P02,P02_03,03:18.0,03:15.5,03:19.7,11727,11984,pick up towel,pick-up,0,towel,52,['towel'],[52],P02_03_seq_00019
P02_03_77,P02,P02_03,03:30.5,03:30.1,03:31.5,12603,12689,open fridge,open,3,fridge,12,['fridge'],[12],P02_03_seq_00020
P02_03_8,P02,P02_03,00:21.7,00:21.3,00:23.0,1279,1378,put cup down,put-down,1,cup,13,['cup'],[13],P02_03_seq_00003
P02_03_80,P02,P02_03,03:38.3,03:37.0,03:39.0,13020,13140,open tupperware,open,3,tupperware,23,['tupperware'],[23],P02_03_seq_00021
P02_03_85,P02,P02_03,03:48.2,03:46.0,03:48.6,13561,13718,close tupperware,close,4,tupperware,23,['tupperware'],[23],P02_03_seq_00022
P02_03_89,P02,P02_03,03:59.7,03:58.2,04:00.1,14290,14406,open onion bag,open,3,bag:onion,19,['bag:onion'],[19],P02_03_seq_00023
P02_03_92,P02,P02_03,04:07.5,04:07.4,04:08.6,14847,14914,put onion on chopping board,put-on,1,onion,16,"['onion', 'board:chopping']","[16, 18]",P02_03_seq_00024
P02_03_97,P02,P02_03,04:18.1,04:16.5,04:19.0,15391,15542,chop end of onion,chop,7,end:onion,16,['end:onion'],[16],P02_03_seq_00025
P02_07_0,P02,P02_07,00:03.5,00:03.1,00:04.3,187,255,turn off alarm,turn-off,8,alarm,111,['alarm'],[111],P02_07_seq_00001
P02_07_12,P02,P02_07,00:26.5,00:22.9,00:26.9,1376,1616,turn onion rings,turn,23,ring:onion,261,['ring:onion'],[261],P02_07_seq_00003
P02_07_16,P02,P02_07,00:33.1,00:32.6,00:33.2,1954,1995,put tongs,put,1,tongs,142,['tongs'],[142],P02_07_seq_00004
P02_07_19,P02,P02_07,00:37.1,00:36.2,00:37.8,2173,2268,put tray,put,1,tray,35,['tray'],[35],P02_07_seq_00005
P02_07_24,P02,P02_07,00:49.9,00:47.3,00:50.4,2839,3025,put plate,put,1,plate,2,['plate'],[2],P02_07_seq_00006
P02_07_28,P02,P02_07,00:59.5,00:56.3,01:03.9,3378,3834,remove something,remove,12,seal,6,['seal'],[6],P02_07_seq_00007
P02_07_3,P02,P02_07,00:07.8,00:07.0,00:17.0,418,1017,open drawer,open,3,drawer,8,['drawer'],[8],P02_07_seq_00002
P02_07_35,P02,P02_07,01:15.6,01:13.7,01:17.5,4419,4649,put mayonnaise into plate,put-into,5,mayonnaise,47,"['mayonnaise', 'plate']","[47, 2]",P02_07_seq_00008
P02_07_41,P02,P02_07,01:25.6,01:24.5,01:26.0,5072,5158,pick up ketchup,pick-up,0,ketchup,47,['ketchup'],[47],P02_07_seq_00009
P02_07_45,P02,P02_07,01:33.3,01:30.9,01:33.4,5451,5604,return ketchup,return,1,ketchup,47,['ketchup'],[47],P02_07_seq_00010
P02_07_49,P02,P02_07,01:37.3,01:35.5,01:43.7,5728,6224,mix mayonnaise and ketchup in plate,mix,10,mayonnaise,47,"['mayonnaise', 'ketchup', 'plate']","[47, 47, 2]",P02_07_seq_00011
P02_101_0,P02,P02_101,00:04.9,00:05.3,00:06.4,264,320,switch on coffee machine,switch-on,6,machine:coffee,50,['machine:coffee'],[50],P02_101_seq_00001
P02_101_103,P02,P02_101,03:47.7,03:47.1,03:49.4,11355,11470,dry hands with towel,dry-with,14,hand,11,"['hand', 'towel']","[11, 52]",P02_101_seq_00025
P02_101_107,P02,P02_101,03:57.2,03:56.9,03:58.6,11847,11930,open fridge,open,3,fridge,12,['fridge'],[12],P02_101_seq_00026
P02_101_12,P02,P02_101,00:23.2,00:23.5,00:25.9,1175,1297,pour milk,pour,9,milk,64,['milk'],[64],P02_101_seq_00005
P02_101_16,P02,P02_101,00:29.9,00:29.5,00:32.1,1472,1602,pick up milk,pick-up,0,milk,64,['milk'],[64],P02_101_seq_00006
P02_101_20,P02,P02_101,00:38.7,00:38.7,00:43.1,1937,2153,pick up bread,pick-up,0,bread,33,['bread'],[33],P02_101_seq_00007
P02_101_23,P02,P02_101,00:53.9,00:53.4,00:54.2,2672,2709,open bin,open,3,bin,36,['bin'],[36],P02_101_seq_00008
P02_101_26,P02,P02_101,00:56.9,00:57.3,01:02.9,2864,3145,pick up toast,pick-up,0,toast,33,['toast'],[33],P02_101_seq_00009
P02_101_3,P02,P02_101,00:09.9,00:10.0,00:10.4,501,520,place pod,place,1,pod,59,['pod'],[59],P02_101_seq_00002
P02_101_30,P02,P02_101,01:08.9,01:07.9,01:12.5,3397,3622,close bag,close,4,bag,19,['bag'],[19],P02_101_seq_00010
P02_101_34,P02,P02_101,01:20.9,01:21.0,01:22.0,4049,4099,put down plate,put-down,1,plate,2,['plate'],[2],P02_101_seq_00011
P02_101_38,P02,P02_101,01:25.9,01:25.8,01:27.3,4291,4365,open fridge,open,3,fridge,12,['fridge'],[12],P02_101_seq_00012
P02_101_41,P02,P02_101,01:32.7,01:31.9,01:32.7,4595,4637,put jam,put,1,jam,115,['jam'],[115],P02_101_seq_00013
P02_101_45,P02,P02_101,01:38.4,01:38.0,01:42.6,4902,5128,stir coffee,stir,10,coffee,59,['coffee'],[59],P02_101_seq_00014
P02_101_51,P02,P02_101,01:51.7,01:52.0,01:52.7,5601,5636,pick up jam,pick-up,0,jam,115,['jam'],[115],P02_101_seq_00015
P02_101_55,P02,P02_101,02:23.2,02:23.4,02:24.2,7168,7209,pick up knife,pick-up,0,knife,4,['knife'],[4],P02_101_seq_00016
P02_101_60,P02,P02_101,02:28.7,02:28.2,02:29.8,7409,7489,put bread in plate,put-in,5,bread,33,"['bread', 'plate']","[33, 2]",P02_101_seq_00017
P02_101_64,P02,P02_101,02:37.2,02:37.1,02:38.1,7854,7905,put butter on bread,put-on,1,butter,78,"['butter', 'bread']","[78, 33]",P02_101_seq_00018
P02_101_68,P02,P02_101,02:46.4,02:45.4,02:49.7,8272,8487,slice butter,slice,7,butter,78,['butter'],[78],P02_101_seq_00019
P02_101_74,P02,P02_101,03:01.9,03:01.7,03:02.4,9083,9119,put jam on bread,put-on,1,jam,115,"['jam', 'bread']","[115, 33]",P02_101_seq_00020
P02_101_79,P02,P02_101,03:08.4,03:07.9,03:12.6,9395,9629,spread jam and butter,spread,27,jam,115,"['jam', 'butter']","[115, 78]",P02_101_seq_00021
P02_101_86,P02,P02_101,03:24.7,03:24.5,03:25.2,10225,10262,pick up lid,pick-up,0,lid,6,['lid'],[6],P02_101_seq_00022
P02_101_9,P02,P02_101,00:18.7,00:18.6,00:19.6,932,982,pick milk,pick,0,milk,64,['milk'],[64],P02_101_seq_00004
P02_101_92,P02,P02_101,03:33.2,03:32.5,03:34.7,10625,10736,wash sponge,wash,2,sponge,9,['sponge'],[9],P02_101_seq_00023
P02_101_98,P02,P02_101,03:41.2,03:40.9,03:42.4,11047,11121,open tap,turn-on,6,tap,0,['tap'],[0],P02_101_seq_00024
P02_102_0,P02,P02_102,00:03.7,00:03.2,00:04.8,158,238,put bag,put,1,bag,19,['bag'],[19],P02_102_seq_00001
P02_102_102,P02,P02_102,03:25.7,03:26.2,03:26.9,10310,10347,pour water into bottle,pour-into,9,water,27,"['water', 'bottle']","[27, 15]",P02_102_seq_00026
P02_102_11,P02,P02_102,00:16.7,00:16.4,00:18.5,820,924,put milk in fridge,put-in,5,milk,64,"['milk', 'fridge']","[64, 12]",P02_102_seq_00004
P02_102_15,P02,P02_102,00:22.4,00:22.5,00:23.6,1126,1180,open fridge,open,3,fridge,12,['fridge'],[12],P02_102_seq_00005
P02_102_18,P02,P02_102,00:30.2,00:30.0,00:31.2,1501,1560,pick up lemons,pick-up,0,lemon,105,['lemon'],[105],P02_102_seq_00006
P02_102_23,P02,P02_102,00:38.9,00:38.5,00:39.5,1924,1975,pick up bag,pick-up,0,bag,19,['bag'],[19],P02_102_seq_00007
P02_102_27,P02,P02_102,00:41.9,00:41.4,00:42.3,2068,2116,pick up box,pick-up,0,box,23,['box'],[23],P02_102_seq_00008
P02_102_30,P02,P02_102,00:44.7,00:42.0,00:44.8,2100,2241,put down bag,put-down,1,bag,19,['bag'],[19],P02_102_seq_00009
P02_102_35,P02,P02_102,00:52.7,00:50.9,00:53.6,2543,2680,pick up bag,pick-up,0,bag,19,['bag'],[19],P02_102_seq_00010
P02_102_4,P02,P02_102,00:06.9,00:07.0,00:07.8,351,392,move glass,move,11,glass,10,['glass'],[10],P02_102_seq_00002
P02_102_40,P02,P02_102,01:02.2,01:01.9,01:03.4,3094,3170,close freezer,close,4,freezer,113,['freezer'],[113],P02_102_seq_00011
P02_102_44,P02,P02_102,01:09.9,01:08.7,01:10.0,3433,3502,pick up bag,pick-up,0,bag,19,['bag'],[19],P02_102_seq_00012
P02_102_47,P02,P02_102,01:14.2,01:13.4,01:15.8,3672,3790,put cheese in fridge,put-in,5,cheese,32,"['cheese', 'fridge']","[32, 12]",P02_102_seq_00013
P02_102_51,P02,P02_102,01:21.7,01:20.7,01:22.2,4032,4107,open fridge,open,3,fridge,12,['fridge'],[12],P02_102_seq_00014
P02_102_54,P02,P02_102,01:26.9,01:26.3,01:28.0,4315,4398,close fridge,close,4,fridge,12,['fridge'],[12],P02_102_seq_00015
P02_102_58,P02,P02_102,01:35.7,01:34.9,01:36.3,4744,4817,pick up tupperware,pick-up,0,tupperware,23,['tupperware'],[23],P02_102_seq_00016
P02_102_62,P02,P02_102,01:47.4,01:47.5,01:48.7,5374,5436,pick up oil,pick-up,0,oil,31,['oil'],[31],P02_102_seq_00017
P02_102_66,P02,P02_102,01:53.7,01:54.0,01:56.3,5698,5813,pour oil in tupperware,pour-in,9,oil,31,"['oil', 'tupperware']","[31, 23]",P02_102_seq_00018
P02_102_69,P02,P02_102,02:02.9,02:03.2,02:04.5,6160,6223,open fridge,open,3,fridge,12,['fridge'],[12],P02_102_seq_00019
P02_102_73,P02,P02_102,02:12.7,02:12.5,02:16.7,6622,6834,shake sauce bottle,shake,15,bottle:sauce,15,['bottle:sauce'],[15],P02_102_seq_00020
P02_102_78,P02,P02_102,02:32.7,02:32.3,02:34.2,7617,7708,open cupboard,open,3,cupboard,3,['cupboard'],[3],P02_102_seq_00021
P02_102_8,P02,P02_102,00:11.2,00:10.8,00:12.2,541,608,put eggs down,put,1,egg,53,['egg'],[53],P02_102_seq_00003
P02_102_84,P02,P02_102,02:42.7,02:42.0,02:43.3,8101,8162,open spice jar,open,3,jar:spice,40,['jar:spice'],[40],P02_102_seq_00022
P02_102_88,P02,P02_102,02:48.2,02:47.8,02:48.4,8389,8421,put jar down,put-down,1,jar,40,['jar'],[40],P02_102_seq_00023
P02_102_92,P02,P02_102,02:52.9,02:52.4,02:54.3,8620,8717,close spice jar,close,4,jar:spice,40,['jar:spice'],[40],P02_102_seq_00024
P02_102_97,P02,P02_102,02:59.7,02:59.4,03:06.1,8969,9303,shake bottle,shake,15,bottle,15,['bottle'],[15],P02_102_seq_00025
P02_107_0,P02,P02_107,00:03.7,00:03.6,00:05.1,177,254,pick up mug,pick-up,0,mug,13,['mug'],[13],P02_107_seq_00001
P02_107_13,P02,P02_107,00:32.9,00:33.1,00:34.8,1654,1739,close milk bottle,close,4,bottle:milk,15,['bottle:milk'],[15],P02_107_seq_00004
P02_107_17,P02,P02_107,00:40.2,00:39.9,00:41.1,1995,2057,pick up coffee pod,pick-up,0,pod:coffee,59,['pod:coffee'],[59],P02_107_seq_00005
P02_107_20,P02,P02_107,00:44.7,00:43.8,00:45.3,2192,2265,move mug,move,11,mug,13,['mug'],[13],P02_107_seq_00006
P02_107_24,P02,P02_107,00:50.4,00:50.6,00:51.7,2531,2586,empty pods into bin,empty,20,pod,59,"['pod', 'bin']","[59, 36]",P02_107_seq_00007
P02_107_30,P02,P02_107,00:58.7,00:58.1,00:58.9,2904,2946,turn on coffee machine,turn-on,6,machine:coffee,50,['machine:coffee'],[50],P02_107_seq_00008
P02_107_35,P02,P02_107,01:09.9,01:09.8,01:12.1,3490,3604,pick up stirrer,pick-up,0,stirrer,1,['stirrer'],[1],P02_107_seq_00009
P02_107_38,P02,P02_107,01:32.7,01:32.5,01:34.4,4625,4718,open tap,turn-on,6,tap,0,['tap'],[0],P02_107_seq_00010
P02_107_4,P02,P02_107,00:12.7,00:12.9,00:13.4,644,671,open coffee machine,open,3,machine:coffee,50,['machine:coffee'],[50],P02_107_seq_00002
P02_107_42,P02,P02_107,01:43.7,01:43.5,01:44.3,5173,5217,turn off coffee machine,turn-off,8,machine:coffee,50,['machine:coffee'],[50],P02_107_seq_00011
P02_107_46,P02,P02_107,01:54.9,01:55.0,01:55.6,5750,5778,pick up mug,pick-up,0,mug,13,['mug'],[13],P02_107_seq_00012
P02_107_8,P02,P02_107,00:24.2,00:24.6,00:26.1,1229,1302,open fridge,open,3,fridge,12,['fridge'],[12],P02_107_seq_00003
P02_109_0,P02,P02_109,00:03.7,00:02.6,00:05.0,131,250,pick up chopping board and knife,pick-up,0,board:chopping,18,"['board:chopping', 'knife']","[18, 4]",P02_109_seq_00001
P02_109_104,P02,P02_109,08:42.2,08:42.3,08:42.8,26114,26139,pick up knife,pick-up,0,knife,4,['knife'],[4],P02_109_seq_00024
P02_109_11,P02,P02_109,00:45.2,00:41.6,00:49.2,2080,2458,fix tray position,fix,64,position:tray,35,['position:tray'],[35],P02_109_seq_00004
P02_109_110,P02,P02_109,09:49.4,09:48.9,09:59.7,29447,29987,stir onions using wooden spoon,stir,10,onion,16,"['onion', 'spoon:wooden']","[16, 1]",P02_109_seq_00025
P02_109_113,P02,P02_109,10:01.7,10:01.1,10:02.4,30052,30120,open garlic press,open,3,press:garlic,172,['press:garlic'],[172],P02_109_seq_00026
P02_109_116,P02,P02_109,10:09.4,10:05.8,10:12.4,30288,30619,press garlic,press,21,garlic,51,['garlic'],[51],P02_109_seq_00027
P02_109_122,P02,P02_109,10:16.2,10:15.6,10:16.4,30779,30819,close garlic presser,close,4,presser:garlic,172,['presser:garlic'],[172],P02_109_seq_00028
P02_109_135,P02,P02_109,10:36.7,10:36.1,10:38.9,31807,31943,take meat from packaging,take-from,0,meat,28,"['meat', 'packaging']","[28, 26]",P02_109_seq_00029
P02_109_139,P02,P02_109,10:46.9,10:46.3,10:49.1,32314,32452,take meat,take,0,meat,28,['meat'],[28],P02_109_seq_00030
P02_109_14,P02,P02_109,00:58.4,00:58.3,00:59.8,2914,2988,get knife from stand,get-from,0,knife,4,"['knife', 'stand']","[4, 249]",P02_109_seq_00005
P02_109_149,P02,P02_109,11:11.2,11:08.2,11:14.9,33408,33743,break meat using wooden spoon in pan,break,30,meat,28,"['meat', 'spoon:wooden', 'pan']","[28, 1, 5]",P02_109_seq_00031
P02_109_18,P02,P02_109,01:15.4,01:13.3,01:17.1,3665,3854,cut onion,cut,7,onion,16,['onion'],[16],P02_109_seq_00006
P02_109_21,P02,P02_109,01:28.2,01:28.0,01:29.0,4400,4447,open compost bin,open,3,bin:compost,36,['bin:compost'],[36],P02_109_seq_00007
P02_109_24,P02,P02_109,01:34.7,01:34.2,01:35.0,4711,4752,throw onion piece,throw,13,piece:onion,16,['piece:onion'],[16],P02_109_seq_00008
P02_109_4,P02,P02_109,00:10.7,00:10.7,00:12.6,532,632,sponge chopping board,sponge,2,board:chopping,18,['board:chopping'],[18],P02_109_seq_00002
P02_109_41,P02,P02_109,02:51.7,02:50.6,02:52.7,8532,8637,pick up chopping board,pick-up,0,board:chopping,18,['board:chopping'],[18],P02_109_seq_00009
P02_109_45,P02,P02_109,03:03.2,03:02.0,05:21.3,9099,16066,chop onion,chop,7,onion,16,['onion'],[16],P02_109_seq_00010
P02_109_48,P02,P02_109,05:32.4,05:30.5,05:33.0,16524,16649,pick up pan,pick-up,0,pan,5,['pan'],[5],P02_109_seq_00011
P02_109_51,P02,P02_109,05:37.4,05:37.2,05:38.1,16857,16903,remove pan lid,remove,12,lid:pan,6,['lid:pan'],[6],P02_109_seq_00012
P02_109_54,P02,P02_109,05:41.7,05:41.0,05:42.0,17050,17099,pick up oil bottle,pick-up,0,bottle:oil,15,['bottle:oil'],[15],P02_109_seq_00013
P02_109_58,P02,P02_109,05:45.4,05:45.3,05:46.2,17266,17309,open oil bottle,open,3,bottle:oil,15,['bottle:oil'],[15],P02_109_seq_00014
P02_109_61,P02,P02_109,05:49.4,05:49.4,05:50.0,17472,17498,put down oil bottle,put-down,1,bottle:oil,15,['bottle:oil'],[15],P02_109_seq_00015
P02_109_65,P02,P02_109,06:02.4,06:01.6,06:08.9,18081,18442,get stock cube from box,get-from,0,cube:stock,95,"['cube:stock', 'box']","[95, 23]",P02_109_seq_00016
P02_109_69,P02,P02_109,06:17.9,06:17.5,06:18.8,18875,18937,move stock cube,move,11,cube:stock,95,['cube:stock'],[95],P02_109_seq_00017
P02_109_7,P02,P02_109,00:20.2,00:20.0,00:22.1,999,1104,dry hands with towel,dry-with,14,hand,11,"['hand', 'towel']","[11, 52]",P02_109_seq_00003
P02_109_72,P02,P02_109,06:26.4,06:25.8,06:27.1,19292,19357,throw some onion pieces,throw,13,piece:onion,16,['piece:onion'],[16],P02_109_seq_00018
P02_109_75,P02,P02_109,06:37.2,06:36.6,06:39.2,19829,19957,put down chopping board,put-down,1,board:chopping,18,['board:chopping'],[18],P02_109_seq_00019
P02_109_78,P02,P02_109,06:44.4,06:44.1,06:45.3,20204,20264,open drawer,open,3,drawer,8,['drawer'],[8],P02_109_seq_00020
P02_109_81,P02,P02_109,06:50.4,06:49.9,06:50.9,20496,20547,close drawer,close,4,drawer,8,['drawer'],[8],P02_109_seq_00021
P02_109_84,P02,P02_109,06:54.2,06:53.6,07:31.1,20679,22556,stir onion in pan using wooden spoon,stir,10,onion,16,"['onion', 'pan', 'spoon:wooden']","[16, 5, 1]",P02_109_seq_00022
P02_109_89,P02,P02_109,07:40.4,07:40.2,07:40.8,23011,23040,put down garlic,put-down,1,garlic,51,['garlic'],[51],P02_109_seq_00023
P02_121_0,P02,P02_121,00:04.2,00:04.1,00:04.8,203,239,pick up baking paper,pick-up,0,paper:baking,49,['paper:baking'],[49],P02_121_seq_00001
P02_121_13,P02,P02_121,00:41.2,00:40.7,00:42.1,2035,2105,close baking paper,close,4,paper:baking,49,['paper:baking'],[49],P02_121_seq_00004
P02_121_17,P02,P02_121,00:49.2,00:48.5,00:53.1,2423,2654,cut baking paper,cut,7,paper:baking,49,['paper:baking'],[49],P02_121_seq_00005
P02_121_24,P02,P02_121,01:11.2,01:04.3,01:05.9,3213,3294,turn baking paper,turn,23,paper:baking,49,['paper:baking'],[49],P02_121_seq_00006
P02_121_28,P02,P02_121,01:22.2,01:21.8,01:23.8,4089,4187,tear baking paper,tear,43,paper:baking,49,['paper:baking'],[49],P02_121_seq_00007
P02_121_33,P02,P02_121,01:37.9,01:37.5,01:38.8,4873,4941,put down scissors,put-down,1,scissors,79,['scissors'],[79],P02_121_seq_00008
