narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,quality_score,combined_class
P28_103_289,P28,P28_103,29:11.7,29:07.3,29:12.3,87363,87616,take pot lid,take,0,lid:pot,6,['lid:pot'],[6],0.76,0_6
P05_08_113,P05,P05_08,17:10.0,17:10.1,17:12.2,61808,61929,turn off hob,turn-off,8,hob,24,['hob'],[24],0.96,8_24
P04_110_161,P04,P04_110,06:06.9,06:04.2,06:07.1,18207,18356,pick up spatula,pick-up,0,spatula,20,['spatula'],[20],0.8,0_20
P12_101_367,P12,P12_101,22:32.7,22:32.4,22:34.4,67619,67719,open cupboard,open,3,cupboard,3,['cupboard'],[3],0.84,3_3
P30_05_152,P30,P30_05,12:30.5,12:27.2,12:31.8,44829,45105,pour olive oil in pan,pour-in,9,oil:olive,31,"['oil:olive', 'pan']","[31, 5]",1.0,9_31
P01_05_176,P01,P01_05,11:46.2,11:45.9,11:47.0,42351,42417,adjust hob,adjust,17,hob,24,['hob'],[24],0.88,17_24
P27_101_12,P27,P27_101,00:46.9,00:45.1,00:50.4,2253,2518,move pan,move,11,pan,5,['pan'],[5],0.88,11_5
P28_14_32,P28,P28_14,01:04.6,01:50.0,01:53.0,6598,6778,put cheese in bread,put-in,5,cheese,32,"['cheese', 'bread']","[32, 33]",1.0,5_32
P22_07_48,P22,P22_07,01:25.5,01:24.8,01:25.7,5087,5139,open tap,turn-on,6,tap,0,['tap'],[0],1.0,6_0
P03_101_257,P03,P03_101,10:41.6,10:41.3,10:42.1,32064,32105,pick up film,pick-up,0,film,100,['film'],[100],0.92,0_100
P03_19_37,P03,P03_19,00:02:08.700,00:02:06.81,00:02:07.67,7608,7660,close cupboard,close,4,cupboard,3,['cupboard'],[3],0.6,4_3
P28_101_93,P28,P28_101,09:56.2,09:55.6,09:57.7,29782,29885,rinse knife,rinse,2,knife,4,['knife'],[4],1.0,2_4
P04_02_271,P04,P04_02,20:50.7,20:50.7,20:51.7,75042,75102,put on tray,put-on,1,tray,35,['tray'],[35],0.96,1_35
P01_18_611,P01,P01_18,00:53:57.930,00:53:56.20,00:53:58.20,194172,194292,put down spoon,put-down,1,spoon,1,['spoon'],[1],0.96,1_1
P02_07_3,P02,P02_07,00:07.8,00:07.0,00:17.0,418,1017,open drawer,open,3,drawer,8,['drawer'],[8],0.92,3_8
P30_112_3,P30,P30_112,00:10.9,00:06.7,00:12.7,332,635,pull tray out from oven,pull-out,31,tray,35,"['tray', 'oven']","[35, 46]",0.92,31_35
P03_04_340,P03,P03_04,24:51.8,24:49.6,24:50.5,89376,89427,turn off tap,turn-off,8,tap,0,['tap'],[0],0.0,8_0
P06_101_121,P06,P06_101,07:38.4,07:37.8,07:38.4,22890,22921,pick up knife,pick-up,0,knife,4,['knife'],[4],1.0,0_4
P04_110_325,P04,P04_110,09:46.4,09:46.2,09:48.5,29310,29426,wipe chopping board with sponge,wipe-with,2,board:chopping,18,"['board:chopping', 'sponge']","[18, 9]",0.94,2_18
P37_103_0,P37,P37_103,00:00.7,00:00.8,00:01.6,41,79,take chicken thighs,take,0,thigh:chicken,57,['thigh:chicken'],[57],0.92,0_57
P22_07_328,P22,P22_07,15:22.5,15:21.6,15:25.2,55294,55510,put on lid,put-on,1,lid,6,['lid'],[6],0.84,1_6
P03_112_47,P03,P03_112,01:36.6,01:35.7,01:36.9,4785,4846,place lid,place,1,lid,6,['lid'],[6],0.92,1_6
P03_109_190,P03,P03_109,00:10:38.104,00:10:36.61,00:10:38.34,31830,31917,squeeze sponge,squeeze,18,sponge,9,['sponge'],[9],0.96,18_9
P05_08_125,P05,P05_08,20:02.0,20:02.7,20:04.2,72162,72252,place pan in drainer,place-in,5,pan,5,"['pan', 'drainer']","[5, 110]",0.88,5_5
P08_21_283,P08,P08_21,19:38.5,19:39.4,19:40.0,70765,70802,open cupboard,open,3,cupboard,3,['cupboard'],[3],0.96,3_3
P04_121_509,P04,P04_121,21:28.4,21:27.8,21:28.3,64389,64414,put down bowl,put-down,1,bowl,7,['bowl'],[7],0.84,1_7
P22_10_412,P22,P22_10,00:15:29.050,00:15:24.61,00:15:25.34,55476,55520,open trash can,open,3,can:trash,36,['can:trash'],[36],0.96,3_36
P11_102_46,P11,P11_102,02:09.9,02:09.3,02:10.3,6463,6516,pick up knife,pick-up,0,knife,4,['knife'],[4],1.0,0_4
P22_115_15,P22,P22_115,00:00:36.109,00:00:35.14,00:00:35.53,1757,1776,pick up cloth,pick-up,0,cloth,17,['cloth'],[17],0.56,0_17
P30_05_436,P30,P30_05,00:33:50.260,00:33:44.14,00:33:50.26,121448,121815,rinse chopping board,rinse,2,board:chopping,18,['board:chopping'],[18],1.0,2_18
P04_109_168,P04,P04_109,05:53.4,05:52.6,05:54.3,17630,17716,wipe pieces of cucumber off knife and into measuring jug,wipe,2,piece:cucumber,72,"['piece:cucumber', 'knife', 'jug:measuring']","[72, 4, 66]",1.0,2_72
P11_05_343,P11,P11_05,00:24:35.560,00:24:22.89,00:24:42.33,87773,88939,stir pan,stir,10,pan,5,['pan'],[5],1.0,10_5
P01_01_313,P01,P01_01,26:14.4,26:15.4,26:17.3,94522,94637,take plate,take,0,plate,2,['plate'],[2],0.88,0_2
P11_16_45,P11,P11_16,03:04.6,03:06.9,03:11.4,11214,11484,rinse knife,rinse,2,knife,4,['knife'],[4],0.92,2_4
P26_110_78,P26,P26_110,03:57.6,03:57.2,03:58.6,11859,11928,put down plate,put-down,1,plate,2,['plate'],[2],0.92,1_2
P04_121_324,P04,P04_121,14:44.4,14:42.6,14:45.3,44132,44265,pick up tea towel,pick-up,0,towel:tea,52,['towel:tea'],[52],0.8,0_52
P02_03_201,P02,P02_03,11:16.5,11:15.2,11:16.2,40512,40572,put cheese,put,1,cheese,32,['cheese'],[32],1.0,1_32
P03_112_140,P03,P03_112,05:21.6,05:21.6,05:22.2,16080,16112,turn off tap,turn-off,8,tap,0,['tap'],[0],1.0,8_0
P02_135_42,P02,P02_135,01:31.2,01:31.8,01:32.9,4589,4643,pick up half of bagel,pick-up,0,half:bagel,33,['half:bagel'],[33],0.96,0_33
P01_19_52,P01,P01_19,00:03:16.459,00:03:15.87,00:03:16.79,11752,11807,put down glass,put-down,1,glass,10,['glass'],[10],0.96,1_10
P10_04_78,P10,P10_04,08:28.6,08:36.0,08:38.4,30958,31104,shake the pot,shake,15,pot,29,['pot'],[29],1.0,15_29
P08_21_338,P08,P08_21,23:17.0,23:16.6,23:17.9,83793,83872,put the lid back on jar,put-on,1,lid,6,"['lid', 'jar']","[6, 40]",1.0,1_6
P37_101_118,P37,P37_101,05:10.7,05:08.0,05:11.4,15400,15569,pour out wastewater,pour-out,9,wastewater,27,['wastewater'],[27],1.0,9_27
P02_121_24,P02,P02_121,01:11.2,01:04.3,01:05.9,3213,3294,turn baking paper,turn,23,paper:baking,49,['paper:baking'],[49],0.88,23_49
P03_05_27,P03,P03_05,00:56.4,00:55.6,00:57.3,3336,3441,grab lid,grab,0,lid,6,['lid'],[6],0.96,0_6
P13_10_14,P13,P13_10,01:18.6,01:18.3,01:20.9,4695,4855,throw paper in trash,throw-in,13,paper,49,"['paper', 'trash']","[49, 54]",1.0,13_49
P37_101_142,P37,P37_101,06:43.4,06:42.2,07:07.5,20111,21375,cut cucumbers,cut,7,cucumber,72,['cucumber'],[72],1.0,7_72
P03_05_46,P03,P03_05,02:13.9,02:13.4,02:29.7,8004,8979,stir food,stir,10,food,34,['food'],[34],0.96,10_34
P04_121_311,P04,P04_121,14:10.6,14:10.2,14:10.7,42512,42536,put down sponge,put-down,1,sponge,9,['sponge'],[9],0.76,1_9
P30_05_591,P30,P30_05,00:43:46.450,00:43:35.94,00:43:39.02,156956,157141,continue skinning carrot,skin,19,carrot,41,['carrot'],[41],1.0,19_41
P04_101_30,P04,P04_101,00:48.9,00:46.5,00:50.3,2324,2513,press button on scales,press,21,button,92,"['button', 'scale']","[92, 108]",0.88,21_92
P08_21_47,P08,P08_21,02:15.2,02:15.7,02:17.7,8142,8260,place bowl in cupboard,place-in,5,bowl,7,"['bowl', 'cupboard']","[7, 3]",0.96,5_7
P03_101_160,P03,P03_101,06:47.1,06:45.5,06:48.5,20275,20423,rinse out sponge,rinse-out,2,sponge,9,['sponge'],[9],0.96,2_9
P30_109_162,P30,P30_109,00:05:04.350,00:04:59.50,00:05:05.50,14975,15275,take box from fridge,take-from,0,box,23,"['box', 'fridge']","[23, 12]",0.94,0_23
P08_21_241,P08,P08_21,16:51.6,16:52.2,16:53.3,60729,60797,get scissors,get,0,scissors,79,['scissors'],[79],0.72,0_79
P24_05_297,P24,P24_05,25:39.2,25:38.7,25:42.3,92319,92538,pick up spoon,pick-up,0,spoon,1,['spoon'],[1],0.96,0_1
P04_110_336,P04,P04_110,10:02.1,10:02.0,10:02.8,30099,30138,pick up bowl,pick-up,0,bowl,7,['bowl'],[7],1.0,0_7
P02_101_0,P02,P02_101,00:04.9,00:05.3,00:06.4,264,320,switch on coffee machine,switch-on,6,machine:coffee,50,['machine:coffee'],[50],0.92,6_50
P26_110_74,P26,P26_110,03:50.6,03:50.2,03:51.6,11510,11581,put down plate,put-down,1,plate,2,['plate'],[2],0.88,1_2
P28_103_87,P28,P28_103,07:09.2,07:09.5,07:12.3,21474,21612,put onion,put,1,onion,16,['onion'],[16],0.96,1_16
P30_05_119,P30,P30_05,09:38.3,09:17.1,09:38.4,33428,34705,continue chopping ginger,chop,7,ginger,131,['ginger'],[131],1.0,7_131
P35_103_98,P35,P35_103,00:10:40.101,00:10:38.11,00:10:39.95,31905,31997,pick up salt,pick-up,0,salt,38,['salt'],[38],0.64,0_38
P27_101_222,P27,P27_101,09:50.6,09:50.1,09:51.2,29503,29560,pick up pan,pick-up,0,pan,5,['pan'],[5],1.0,0_5
P25_104_238,P25,P25_104,00:12:11.857,00:12:11.75,00:12:15.10,36587,36755,pick up paper,pick-up,0,paper,49,['paper'],[49],1.0,0_49
P02_122_131,P02,P02_122,07:54.4,07:54.1,07:55.6,23707,23779,pick up chopping board,pick-up,0,board:chopping,18,['board:chopping'],[18],0.92,0_18
P22_08_321,P22,P22_08,00:12:58.570,00:12:57.56,00:12:58.24,46653,46694,pick up cloth,pick-up,0,cloth,17,['cloth'],[17],0.64,0_17
P24_08_190,P24,P24_08,14:07.8,14:06.2,14:12.1,50770,51124,stir sauce,stir,10,sauce,47,['sauce'],[47],1.0,10_47
P01_102_120,P01,P01_102,00:04:23.602,00:04:23.61,00:04:24.82,13180,13241,take lid,take,0,lid,6,['lid'],[6],0.96,0_6
P11_104_157,P11,P11_104,11:13.9,11:13.9,11:18.8,33695,33939,put down black bean sauce,put-down,1,sauce:black:bean,47,['sauce:black:bean'],[47],0.84,1_47
P35_109_43,P35,P35_109,01:33.1,01:32.8,01:34.3,4642,4713,open cupboard,open,3,cupboard,3,['cupboard'],[3],0.96,3_3
P24_05_261,P24,P24_05,22:56.5,22:55.9,22:56.7,82554,82605,take spoon,take,0,spoon,1,['spoon'],[1],0.64,0_1
P03_123_79,P03,P03_123,00:04:22.600,00:04:22.42,00:04:23.68,13121,13184,put down seal of clip top jar,put-down,1,seal:clip:top:jar,6,['seal:clip:top:jar'],[6],0.72,1_6
P11_16_9,P11,P11_16,00:44.8,00:48.0,00:50.1,2880,3009,open washing machine door,open,3,door:washing:machine,124,['door:washing:machine'],[124],0.96,3_124
P04_05_244,P04,P04_05,26:55.5,26:55.5,26:56.8,96932,97008,pick up box,pick-up,0,box,23,['box'],[23],0.84,0_23
P28_109_13,P28,P28_109,00:48.4,00:48.3,00:49.7,2415,2485,open fridge,open,3,fridge,12,['fridge'],[12],0.88,3_12
P22_117_175,P22,P22_117,07:14.1,07:13.4,07:14.0,21670,21699,pick up knife,pick-up,0,knife,4,['knife'],[4],0.96,0_4
P04_02_264,P04,P04_02,20:28.5,20:23.3,20:24.9,73396,73494,pick up carrot,pick-up,0,carrot,41,['carrot'],[41],0.96,0_41
P29_03_317,P29,P29_03,00:20:17.350,00:20:16.38,00:20:20.37,72982,73222,rinse knife,rinse,2,knife,4,['knife'],[4],0.6,2_4
P02_130_130,P02,P02_130,05:03.7,05:03.6,05:04.4,15180,15217,pick up chopping blades,pick-up,0,blade:chopping,4,['blade:chopping'],[4],0.96,0_4
P27_101_345,P27,P27_101,16:10.1,16:09.8,16:10.3,48492,48517,open garbage bin,open,3,bin:garbage,36,['bin:garbage'],[36],0.96,3_36
P12_101_488,P12,P12_101,33:03.9,33:04.0,33:04.2,99199,99212,close tap,turn-off,8,tap,0,['tap'],[0],0.92,8_0
P02_122_163,P02,P02_122,09:31.7,09:31.4,09:33.9,28567,28697,put plate and fork in sink,put-in,5,plate,2,"['plate', 'fork', 'sink']","[2, 14, 63]",0.84,5_2
P28_109_34,P28,P28_109,01:50.7,01:50.4,01:51.9,5521,5597,take cup,take,0,cup,13,['cup'],[13],0.88,0_13
P05_01_30,P05,P05_01,03:40.0,03:39.9,03:41.6,13191,13299,press switch,press,21,switch,92,['switch'],[92],0.8,21_92
P27_101_342,P27,P27_101,16:02.1,16:01.4,16:02.3,48071,48116,close garbage bin,close,4,bin:garbage,36,['bin:garbage'],[36],0.76,4_36
P11_16_84,P11,P11_16,05:19.3,05:21.4,05:33.9,19281,20034,rinse hands,rinse,2,hand,11,['hand'],[11],1.0,2_11
P25_104_231,P25,P25_104,00:11:36.357,00:11:35.61,00:11:39.44,34780,34972,pick up spoon,pick-up,0,spoon,1,['spoon'],[1],0.8,0_1
P04_05_26,P04,P04_05,03:14.9,03:17.7,03:19.4,11860,11965,put potatoes in water,put-in,5,potato,30,"['potato', 'water']","[30, 27]",1.0,5_30
P02_03_185,P02,P02_03,10:40.4,10:39.7,10:40.8,38380,38447,switch stove off,switch-off,8,stove,24,['stove'],[24],1.0,8_24
P27_101_289,P27,P27_101,12:44.4,12:44.0,12:44.6,38198,38229,pick up pan,pick-up,0,pan,5,['pan'],[5],0.9199999999999999,0_5
P35_107_261,P35,P35_107,00:19:39.101,00:19:38.83,00:19:39.64,58941,58982,turn off tap,turn-off,8,tap,0,['tap'],[0],0.78,8_0
P03_113_46,P03,P03_113,01:50.6,01:50.5,01:52.4,5523,5618,turn on tap,turn-on,6,tap,0,['tap'],[0],0.96,6_0
P22_105_6,P22,P22_105,00:00:30.376,00:00:25.40,00:00:30.83,1270,1541,pick up mozzarella,pick-up,0,mozzarella,32,['mozzarella'],[32],0.56,0_32
P10_04_90,P10,P10_04,09:57.6,10:04.6,10:06.8,36274,36409,shake the pot,shake,15,pot,29,['pot'],[29],1.0,15_29
P30_101_66,P30,P30_101,02:06.6,02:05.8,02:06.9,6287,6345,turn on tap,turn-on,6,tap,0,['tap'],[0],0.76,6_0
P01_01_35,P01,P01_01,01:40.2,01:43.0,01:43.8,6181,6226,close cupboard,close,4,cupboard,3,['cupboard'],[3],0.96,4_3
P02_118_112,P02,P02_118,00:05:33.158,00:05:32.99,00:05:34.19,16649,16709,open drawer,open,3,drawer,8,['drawer'],[8],0.92,3_8
P22_113_80,P22,P22_113,00:02:07.351,00:02:06.31,00:02:07.29,6315,6364,close cupboard,close,4,cupboard,3,['cupboard'],[3],0.9199999999999999,4_3
P20_03_28,P20,P20_03,01:22.7,01:19.9,01:23.4,4792,5004,take bread from cupboard,take-from,0,bread,33,"['bread', 'cupboard']","[33, 3]",0.92,0_33
P04_113_55,P04,P04_113,00:01:50.100,00:01:49.52,00:01:50.71,5476,5535,pick up bowl,pick-up,0,bowl,7,['bowl'],[7],0.8,0_7
P02_03_221,P02,P02_03,12:17.4,12:18.8,12:21.2,44331,44472,read recipe on pasta,read-on,38,recipe,149,"['recipe', 'pasta']","[149, 45]",0.96,38_149
P11_105_25,P11,P11_105,01:23.4,01:21.4,01:23.8,4071,4192,remove pizza packaging,remove,12,packaging:pizza,26,['packaging:pizza'],[26],0.88,12_26
P01_18_96,P01,P01_18,00:07:37.300,00:07:34.91,00:07:35.82,27294,27349,open cupboard,open,3,cupboard,3,['cupboard'],[3],0.96,3_3
P02_129_312,P02,P02_129,00:10:56.156,00:10:55.61,00:10:56.36,32780,32818,pick up spoon from sink,pick-up,0,spoon,1,"['spoon', 'sink']","[1, 63]",0.84,0_1
P03_109_113,P03,P03_109,00:06:17.931,00:06:18.22,00:06:18.69,18911,18934,put saucepan on drying rack,put-on,1,saucepan,5,"['saucepan', 'rack:drying']","[5, 110]",0.8,1_5
P26_110_25,P26,P26_110,00:01:17.601,00:01:17.43,00:01:18.57,3871,3928,remove lid,remove,12,lid,6,['lid'],[6],0.84,12_6
P30_111_170,P30,P30_111,06:44.4,06:43.9,06:44.9,20192,20243,pick up knife,pick-up,0,knife,4,['knife'],[4],0.96,0_4
P08_21_257,P08,P08_21,18:11.2,18:08.2,18:14.7,65294,65679,close bag,close,4,bag,19,['bag'],[19],1.0,4_19
P30_111_183,P30,P30_111,07:40.6,07:40.2,07:41.4,23008,23072,pour passata into pan,pour-into,9,passata,47,"['passata', 'pan']","[47, 5]",0.72,9_47
P35_105_224,P35,P35_105,15:35.7,15:35.0,15:36.1,46747,46807,pick up container,pick-up,0,container,21,['container'],[21],0.96,0_21
P22_117_260,P22,P22_117,10:26.9,10:26.0,10:30.9,31298,31544,stir courgettes,stir,10,courgette,76,['courgette'],[76],1.0,10_76
P30_101_101,P30,P30_101,03:23.4,03:22.7,03:24.1,10133,10206,put knife into drying rack,put-into,5,knife,4,"['knife', 'rack:drying']","[4, 110]",0.94,5_4
P06_101_249,P06,P06_101,17:38.9,17:38.7,17:40.0,52936,52999,put lid on pot,put-on,1,lid,6,"['lid', 'pot']","[6, 29]",0.96,1_6
P11_105_49,P11,P11_105,02:28.1,02:27.8,02:29.2,7392,7462,put down mushrooms,put-down,1,mushroom,56,['mushroom'],[56],1.0,1_56
P04_121_529,P04,P04_121,21:53.1,21:53.0,21:53.9,65648,65695,open drawer,open,3,drawer,8,['drawer'],[8],1.0,3_8
P03_04_122,P03,P03_04,08:26.1,08:23.8,08:32.1,30230,30724,dice chicken,dice,7,chicken,57,['chicken'],[57],1.0,7_57
P03_04_281,P03,P03_04,19:23.1,19:19.3,19:31.6,69559,70294,stir food,stir,10,food,34,['food'],[34],1.0,10_34
P28_104_128,P28,P28_104,00:07:16.919,00:07:17.00,00:07:18.00,21850,21900,take spatula,take,0,spatula,20,['spatula'],[20],0.56,0_20
P10_04_358,P10,P10_04,38:15.7,38:09.4,38:10.3,137365,137419,open cabinet again,open,3,cabinet,3,['cabinet'],[3],0.84,3_3
P11_105_52,P11,P11_105,02:39.6,02:39.5,02:42.4,7974,8122,pick up onion,pick-up,0,onion,16,['onion'],[16],0.84,0_16
P28_103_137,P28,P28_103,13:35.4,13:33.3,13:36.0,40667,40797,put oil,put,1,oil,31,['oil'],[31],1.0,1_31
P35_105_51,P35,P35_105,03:13.4,03:12.8,03:14.9,9642,9742,turn on tap,turn-on,6,tap,0,['tap'],[0],0.98,6_0
P06_102_115,P06,P06_102,11:13.7,11:12.8,11:14.8,33638,33740,open drawer,open,3,drawer,8,['drawer'],[8],1.0,3_8
P02_124_54,P02,P02_124,00:01:42.404,00:01:42.03,00:01:49.95,5101,5497,pour water from filter into coffee machine,pour-from,9,water,27,"['water', 'filter', 'machine:coffee']","[27, 77, 50]",0.84,9_27
P02_101_38,P02,P02_101,01:25.9,01:25.8,01:27.3,4291,4365,open fridge,open,3,fridge,12,['fridge'],[12],1.0,3_12
P30_111_11,P30,P30_111,00:21.1,00:20.3,00:21.6,1013,1078,close fridge,close,4,fridge,12,['fridge'],[12],0.56,4_12
P02_130_301,P02,P02_130,16:56.7,16:56.6,16:57.3,50828,50864,pick up spoon,pick-up,0,spoon,1,['spoon'],[1],0.96,0_1
P22_09_109,P22,P22_09,00:03:19.590,00:03:19.80,00:03:20.74,11988,12044,put down cloth,put-down,1,cloth,17,['cloth'],[17],1.0,1_17
P12_101_484,P12,P12_101,32:47.1,32:46.6,32:52.6,98332,98629,adjust heat on stove,adjust-on,17,heat,65,"['heat', 'stove']","[65, 24]",1.0,17_65
P04_04_58,P04,P04_04,04:41.6,04:41.2,04:43.5,16873,17009,cut potato into chunks,cut-into,7,potato,30,['potato'],[30],0.8,7_30
P12_101_329,P12,P12_101,19:41.0,19:40.0,19:41.5,59000,59077,pick up spoon,pick-up,0,spoon,1,['spoon'],[1],0.92,0_1
P30_101_116,P30,P30_101,03:53.9,03:53.3,03:54.8,11664,11740,put spoon into drying rack,put-into,5,spoon,1,"['spoon', 'rack:drying']","[1, 110]",0.92,5_1
P02_130_322,P02,P02_130,17:38.2,17:38.2,17:38.7,52907,52937,throw paper in bin,throw-in,13,paper,49,"['paper', 'bin']","[49, 36]",0.84,13_49
P05_08_26,P05,P05_08,01:30.0,01:29.4,01:30.7,5365,5440,take pasta pack,take,0,pack:pasta,26,['pack:pasta'],[26],0.76,0_26
P30_05_368,P30,P30_05,29:55.6,29:53.8,29:55.0,107626,107701,open cupboard,open,3,cupboard,3,['cupboard'],[3],0.84,3_3
P04_110_77,P04,P04_110,03:03.6,03:02.8,03:05.2,9138,9262,put clip around sugar bag,put-around,1,clip,129,"['clip', 'bag:sugar']","[129, 19]",0.92,1_129
P35_108_171,P35,P35_108,00:10:22.114,00:10:21.32,00:10:22.49,31066,31124,pick up glass,pick-up,0,glass,10,['glass'],[10],0.96,0_10
P27_101_307,P27,P27_101,13:57.4,13:55.8,14:03.2,41792,42161,wash pan,wash,2,pan,5,['pan'],[5],0.88,2_5
P24_05_100,P24,P24_05,09:05.5,09:03.1,09:05.4,32586,32721,open tap,turn-on,6,tap,0,['tap'],[0],0.72,6_0
P03_101_74,P03,P03_101,01:43.6,01:43.5,01:44.3,5172,5214,pick up washing up liquid,pick-up,0,liquid:washing:up,22,['liquid:washing:up'],[22],1.0,0_22
P02_01_10,P02,P02_01,00:24.9,00:23.7,00:26.1,1421,1564,pick mug,pick,0,mug,13,['mug'],[13],1.0,0_13
P25_107_487,P25,P25_107,35:20.9,35:20.8,35:21.6,106041,106080,put down fork,put-down,1,fork,14,['fork'],[14],0.96,1_14
P02_03_266,P02,P02_03,14:52.3,14:48.5,15:02.1,53308,54124,still chopping chicken,chop,7,chicken,57,['chicken'],[57],1.0,7_57
P04_02_118,P04,P04_02,10:14.9,10:10.9,10:18.7,36656,37119,shape tuna patty,shape,74,patty:tuna,139,['patty:tuna'],[139],0.92,74_139
P30_05_508,P30,P30_05,38:54.1,38:52.9,38:57.9,139975,140273,stir food,stir,10,food,34,['food'],[34],1.0,10_34
P08_28_2,P08,P08_28,00:00:03.389,00:00:03.45,00:00:05.18,207,310,open dishwasher,open,3,dishwasher,70,['dishwasher'],[70],0.92,3_70
P02_101_3,P02,P02_101,00:09.9,00:10.0,00:10.4,501,520,place pod,place,1,pod,59,['pod'],[59],0.96,1_59
P01_09_469,P01,P01_09,33:08.6,33:07.7,33:10.0,119259,119399,put aubergine onto plate,put-onto,1,aubergine,67,"['aubergine', 'plate']","[67, 2]",0.92,1_67
P04_03_100,P04,P04_03,06:07.8,06:07.3,06:09.3,22038,22156,pick up knife,pick-up,0,knife,4,['knife'],[4],1.0,0_4
P01_05_185,P01,P01_05,13:09.1,13:08.1,13:09.2,47286,47353,put down tongs,put-down,1,tongs,142,['tongs'],[142],0.88,1_142
P30_05_732,P30,P30_05,52:18.1,52:21.9,52:25.1,188513,188704,continue wiping surface,wipe,2,surface,42,['surface'],[42],0.98,2_42
P04_109_135,P04,P04_109,04:52.1,04:52.0,04:53.9,14599,14694,slice cucumber,slice,7,cucumber,72,['cucumber'],[72],1.0,7_72
P04_121_541,P04,P04_121,22:12.1,22:12.8,22:13.1,66638,66655,tip salt into bag,tip-into,9,salt,38,"['salt', 'bag']","[38, 19]",0.8,9_38
P01_09_275,P01,P01_09,21:15.9,21:15.9,21:16.8,76551,76610,put down cutting board and knife,put-down,1,board:cutting,18,"['board:cutting', 'knife']","[18, 4]",0.76,1_18
P04_05_230,P04,P04_05,25:45.6,25:46.8,25:48.8,92809,92928,open cupboard,open,3,cupboard,3,['cupboard'],[3],0.96,3_3
P07_115_55,P07,P07_115,00:03:09.701,00:03:09.09,00:03:10.38,9454,9519,grab container,grab,0,container,21,['container'],[21],1.0,0_21
P04_04_112,P04,P04_04,10:57.9,11:00.6,11:01.6,39637,39694,open cupboard,open,3,cupboard,3,['cupboard'],[3],0.96,3_3
P06_101_23,P06,P06_101,00:57.2,00:57.0,00:58.0,2850,2900,put down spoon,put-down,1,spoon,1,['spoon'],[1],0.8,1_1
P25_107_198,P25,P25_107,17:26.1,17:25.9,17:28.4,52294,52419,pick up aubergine,pick-up,0,aubergine,67,['aubergine'],[67],1.0,0_67
P01_09_144,P01,P01_09,10:53.5,10:52.0,10:55.9,39121,39353,rinse sponge,rinse,2,sponge,9,['sponge'],[9],0.72,2_9
P23_102_279,P23,P23_102,00:30:02.350,00:29:23.72,00:29:25.69,88186,88284,put knife,put,1,knife,4,['knife'],[4],0.0,1_4
P06_101_152,P06,P06_101,11:15.2,11:13.9,11:25.2,33695,34260,chop pepper,chop,7,pepper,37,['pepper'],[37],0.92,7_37
P24_08_166,P24,P24_08,12:09.9,12:06.6,12:08.5,43593,43710,pick up spoon,pick-up,0,spoon,1,['spoon'],[1],0.92,0_1
P20_01_253,P20,P20_01,00:15:44.430,00:15:37.75,00:15:46.37,56265,56782,turn meat with spatula,turn-with,22,meat,28,"['meat', 'spatula']","[28, 20]",1.0,22_28
P01_05_154,P01,P01_05,09:08.1,09:07.4,09:09.3,32841,32959,put down fork,put-down,1,fork,14,['fork'],[14],1.0,1_14
P28_14_43,P28,P28_14,02:19.0,02:21.2,02:22.7,8475,8560,take oil and salt,take,0,oil,31,"['oil', 'salt']","[31, 38]",1.0,0_31
P30_05_177,P30,P30_05,00:14:27.930,00:14:26.27,00:14:27.40,51976,52044,open cupboard,open,3,cupboard,3,['cupboard'],[3],1.0,3_3
P02_128_11,P02,P02_128,00:27.2,00:27.2,00:28.1,1359,1403,put down bowl,put-down,1,bowl,7,['bowl'],[7],1.0,1_7
P03_109_267,P03,P03_109,00:14:09.851,00:14:09.68,00:14:10.50,42484,42525,move tap,move,11,tap,0,['tap'],[0],1.0,11_0
P01_07_28,P01,P01_07,01:16.9,01:15.4,01:16.9,4526,4615,put fry pan into cupboard.,put-into,5,pan:fry,5,"['pan:fry', 'cupboard']","[5, 3]",0.56,5_5
P01_09_48,P01,P01_09,02:06.2,02:05.6,02:06.9,7534,7616,put down box,put-down,1,box,23,['box'],[23],1.0,1_23
P02_118_135,P02,P02_118,00:06:35.905,00:06:35.54,00:06:36.50,19777,19825,pick up sponge,pick-up,0,sponge,9,['sponge'],[9],0.88,0_9
P35_109_79,P35,P35_109,04:14.6,04:13.4,04:15.7,12672,12787,close drawer,close,4,drawer,8,['drawer'],[8],0.64,4_8
P12_101_475,P12,P12_101,00:32:09.441,00:32:09.09,00:32:10.20,96454,96510,open tap,turn-on,6,tap,0,['tap'],[0],0.96,6_0
P28_06_19,P28,P28_06,01:15.4,01:15.3,01:16.2,4518,4573,open cupboard,open,3,cupboard,3,['cupboard'],[3],0.96,3_3
P01_09_571,P01,P01_09,00:40:15.759,00:40:06.05,00:40:26.85,144363,145611,place mushrooms onto dough,place-onto,1,mushroom,56,"['mushroom', 'dough']","[56, 25]",1.0,1_56
P12_101_497,P12,P12_101,33:45.8,33:44.8,33:46.9,101242,101345,take paper from paper roll,take-from,0,paper,49,"['paper', 'roll:paper']","[49, 93]",1.0,0_49
P28_103_101,P28,P28_103,08:59.7,08:56.8,09:00.3,26839,27013,put plate,put,1,plate,2,['plate'],[2],0.0,1_2
