narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,action_presence,camera_motion,lighting,focus,action_completeness,object_presence,quality_score,tsn_top1_action,tsn_top5_action,tsn_top1_verb,tsn_top5_verb,tsn_top1_noun,tsn_top5_noun,avion_top1_action,avion_top5_action,avion_top1_verb,avion_top5_verb,avion_top1_noun,avion_top5_noun
P01_09_528_2,P01,P01_09_528_2,00:00:00.000,00:00:00.000,00:00:19.233,1,1154,spread dough,spread,27,dough,25,['dough'],[25],1,5.0,4.0,5.0,5.0,1.0,0.4256756756756756,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
P01_09_540_0,P01,P01_09_540_0,00:00:00.000,00:00:00.000,00:00:03.633,1,218,spread onions onto dough,spread-onto,27,onion,16,"['onion', 'dough']","[16, 25]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
P01_09_540_1,P01,P01_09_540_1,00:00:00.000,00:00:00.000,00:00:01.816,1,109,spread onions onto dough,spread-onto,27,onion,16,"['onion', 'dough']","[16, 25]",1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
P01_09_540_2,P01,P01_09_540_2,00:00:00.000,00:00:00.000,00:00:03.633,1,218,spread onions onto dough,spread-onto,27,onion,16,"['onion', 'dough']","[16, 25]",1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0
P01_09_552_0,P01,P01_09_552_0,00:00:00.000,00:00:00.000,00:00:16.383,1,983,open mozzarella bag,open,3,bag:mozzarella,19,['bag:mozzarella'],[19],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
P01_09_552_1,P01,P01_09_552_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,open mozzarella bag,open,3,bag:mozzarella,19,['bag:mozzarella'],[19],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
P01_09_552_2,P01,P01_09_552_2,00:00:00.000,00:00:00.000,00:00:16.383,1,983,open mozzarella bag,open,3,bag:mozzarella,19,['bag:mozzarella'],[19],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_09_571_0,P01,P01_09_571_0,00:00:00.000,00:00:00.000,00:00:20.800,1,1248,place mushrooms onto dough,place-onto,1,mushroom,56,"['mushroom', 'dough']","[56, 25]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_09_571_1,P01,P01_09_571_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,place mushrooms onto dough,place-onto,1,mushroom,56,"['mushroom', 'dough']","[56, 25]",1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_09_571_2,P01,P01_09_571_2,00:00:00.000,00:00:00.000,00:00:20.800,1,1248,place mushrooms onto dough,place-onto,1,mushroom,56,"['mushroom', 'dough']","[56, 25]",1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
P01_09_581_0,P01,P01_09_581_0,00:00:00.000,00:00:00.000,00:00:01.733,1,104,move mozzarella bag,move,11,bag:mozzarella,19,['bag:mozzarella'],[19],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
P01_09_581_1,P01,P01_09_581_1,00:00:00.000,00:00:00.000,00:00:01.733,1,104,move mozzarella bag,move,11,bag:mozzarella,19,['bag:mozzarella'],[19],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
P01_09_595_0,P01,P01_09_595_0,00:00:00.000,00:00:00.000,00:00:02.049,1,123,put dough onto tray,put-onto,1,dough,25,"['dough', 'tray']","[25, 35]",1,4.0,1.0,4.0,4.0,5.0,0.3910256410256411,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_09_595_1,P01,P01_09_595_1,00:00:00.000,00:00:00.000,00:00:01.016,1,61,put dough onto tray,put-onto,1,dough,25,"['dough', 'tray']","[25, 35]",1,4.0,5.0,4.0,1.0,5.0,0.4078947368421053,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
P01_09_595_2,P01,P01_09_595_2,00:00:00.000,00:00:00.000,00:00:02.049,1,123,put dough onto tray,put-onto,1,dough,25,"['dough', 'tray']","[25, 35]",1,4.0,5.0,4.0,4.0,1.0,0.3910256410256411,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_09_599_0,P01,P01_09_599_0,00:00:00.000,00:00:00.000,00:00:01.066,1,64,put down sauce,put-down,1,sauce,47,['sauce'],[47],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P01_09_599_1,P01,P01_09_599_1,00:00:00.000,00:00:00.000,00:00:01.066,1,64,put down sauce,put-down,1,sauce,47,['sauce'],[47],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
P01_09_635_0,P01,P01_09_635_0,00:00:00.000,00:00:00.000,00:00:02.383,1,143,spread olives onto pizza,spread-onto,27,olive,83,"['olive', 'pizza']","[83, 91]",1,5.0,1.0,5.0,5.0,4.0,0.4256756756756756,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
P01_09_635_1,P01,P01_09_635_1,00:00:00.000,00:00:00.000,00:00:01.183,1,71,spread olives onto pizza,spread-onto,27,olive,83,"['olive', 'pizza']","[83, 91]",1,5.0,5.0,5.0,1.0,4.0,0.4256756756756756,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
P01_09_635_2,P01,P01_09_635_2,00:00:00.000,00:00:00.000,00:00:02.383,1,143,spread olives onto pizza,spread-onto,27,olive,83,"['olive', 'pizza']","[83, 91]",1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P01_09_646_0,P01,P01_09_646_0,00:00:00.000,00:00:00.000,00:00:00.966,1,58,take onion,take,0,onion,16,['onion'],[16],1,4.0,1.0,3.0,2.0,3.0,0.2672413793103448,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_09_646_1,P01,P01_09_646_1,00:00:00.000,00:00:00.000,00:00:00.966,1,58,take onion,take,0,onion,16,['onion'],[16],1,4.0,3.0,3.0,2.0,1.0,0.2672413793103448,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_09_655_0,P01,P01_09_655_0,00:00:00.000,00:00:00.000,00:00:02.616,1,157,close oven,close,4,oven,46,['oven'],[46],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_09_655_1,P01,P01_09_655_1,00:00:00.000,00:00:00.000,00:00:01.300,1,78,close oven,close,4,oven,46,['oven'],[46],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
P01_09_655_2,P01,P01_09_655_2,00:00:00.000,00:00:00.000,00:00:02.616,1,157,close oven,close,4,oven,46,['oven'],[46],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_09_69_0,P01,P01_09_69_0,00:00:00.000,00:00:00.000,00:00:02.816,1,169,pour salt,pour,9,salt,38,['salt'],[38],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_09_69_1,P01,P01_09_69_1,00:00:00.000,00:00:00.000,00:00:01.399,1,84,pour salt,pour,9,salt,38,['salt'],[38],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_09_69_2,P01,P01_09_69_2,00:00:00.000,00:00:00.000,00:00:02.816,1,169,pour salt,pour,9,salt,38,['salt'],[38],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_09_738_0,P01,P01_09_738_0,00:00:00.000,00:00:00.000,00:00:02.500,1,150,pour washing up liquid,pour,9,liquid:washing:up,22,['liquid:washing:up'],[22],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_09_738_1,P01,P01_09_738_1,00:00:00.000,00:00:00.000,00:00:01.250,1,75,pour washing up liquid,pour,9,liquid:washing:up,22,['liquid:washing:up'],[22],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_09_738_2,P01,P01_09_738_2,00:00:00.000,00:00:00.000,00:00:02.500,1,150,pour washing up liquid,pour,9,liquid:washing:up,22,['liquid:washing:up'],[22],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_09_77_0,P01,P01_09_77_0,00:00:00.000,00:00:00.000,00:00:01.633,1,98,take measuring cup,take,0,cup:measuring,13,['cup:measuring'],[13],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_09_77_1,P01,P01_09_77_1,00:00:00.000,00:00:00.000,00:00:01.633,1,98,take measuring cup,take,0,cup:measuring,13,['cup:measuring'],[13],1,5.0,4.0,5.0,5.0,1.0,0.4256756756756756,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_09_777_0,P01,P01_09_777_0,00:00:00.000,00:00:00.000,00:00:02.566,1,154,take pan,take,0,pan,5,['pan'],[5],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_09_777_1,P01,P01_09_777_1,00:00:00.000,00:00:00.000,00:00:01.283,1,77,take pan,take,0,pan,5,['pan'],[5],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_09_777_2,P01,P01_09_777_2,00:00:00.000,00:00:00.000,00:00:02.566,1,154,take pan,take,0,pan,5,['pan'],[5],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_09_785_0,P01,P01_09_785_0,00:00:00.000,00:00:00.000,00:00:02.183,1,131,put plate into rack,put-into,5,plate,2,"['plate', 'rack']","[2, 110]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_09_785_1,P01,P01_09_785_1,00:00:00.000,00:00:00.000,00:00:01.083,1,65,put plate into rack,put-into,5,plate,2,"['plate', 'rack']","[2, 110]",1,5.0,4.0,5.0,1.0,5.0,0.4256756756756756,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_09_785_2,P01,P01_09_785_2,00:00:00.000,00:00:00.000,00:00:02.183,1,131,put plate into rack,put-into,5,plate,2,"['plate', 'rack']","[2, 110]",1,5.0,4.0,5.0,5.0,1.0,0.4256756756756756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
P01_09_80_0,P01,P01_09_80_0,00:00:00.000,00:00:00.000,00:00:01.100,1,66,take spatula,take,0,spatula,20,['spatula'],[20],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
P01_09_80_1,P01,P01_09_80_1,00:00:00.000,00:00:00.000,00:00:01.100,1,66,take spatula,take,0,spatula,20,['spatula'],[20],1,5.0,4.0,5.0,5.0,1.0,0.4256756756756756,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P01_09_830_0,P01,P01_09_830_0,00:00:00.000,00:00:00.000,00:00:03.750,1,225,wash hands,wash,2,hand,11,['hand'],[11],1,3.0,1.0,3.0,4.0,4.0,0.326923076923077,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_09_830_1,P01,P01_09_830_1,00:00:00.000,00:00:00.000,00:00:01.866,1,112,wash hands,wash,2,hand,11,['hand'],[11],1,3.0,4.0,3.0,1.0,4.0,0.326923076923077,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
P01_09_830_2,P01,P01_09_830_2,00:00:00.000,00:00:00.000,00:00:03.750,1,225,wash hands,wash,2,hand,11,['hand'],[11],1,3.0,4.0,3.0,4.0,1.0,0.326923076923077,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
P01_09_85_0,P01,P01_09_85_0,00:00:00.000,00:00:00.000,00:00:14.800,1,888,stir,stir,10,flour,75,['flour'],[75],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_09_85_1,P01,P01_09_85_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,stir,stir,10,flour,75,['flour'],[75],1,5.0,4.0,5.0,1.0,5.0,0.4256756756756756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_09_85_2,P01,P01_09_85_2,00:00:00.000,00:00:00.000,00:00:14.800,1,888,stir,stir,10,flour,75,['flour'],[75],1,5.0,4.0,5.0,5.0,1.0,0.4256756756756756,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P01_09_872_0,P01,P01_09_872_0,00:00:00.000,00:00:00.000,00:00:08.483,1,509,take pizza slice,take,0,slice:pizza,91,['slice:pizza'],[91],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_09_872_1,P01,P01_09_872_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,take pizza slice,take,0,slice:pizza,91,['slice:pizza'],[91],1,5.0,4.0,5.0,1.0,5.0,0.4256756756756756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_09_872_2,P01,P01_09_872_2,00:00:00.000,00:00:00.000,00:00:08.483,1,509,take pizza slice,take,0,slice:pizza,91,['slice:pizza'],[91],1,5.0,4.0,5.0,5.0,1.0,0.4256756756756756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
P01_102_120_0,P01,P01_102_120_0,00:00:00.000,00:00:00.000,00:00:01.016,1,61,take lid,take,0,lid,6,['lid'],[6],1,5.0,1.0,5.0,5.0,4.0,0.4256756756756756,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_102_86_0,P01,P01_102_86_0,00:00:00.000,00:00:00.000,00:00:01.149,1,69,wipe surface,wipe,2,surface,42,['surface'],[42],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_103_23_0,P01,P01_103_23_0,00:00:00.000,00:00:00.000,00:00:01.516,1,91,pick up cutlery,pick-up,0,cutlery,58,['cutlery'],[58],1,4.0,1.0,4.0,4.0,4.0,0.375,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_103_23_1,P01,P01_103_23_1,00:00:00.000,00:00:00.000,00:00:01.516,1,91,pick up cutlery,pick-up,0,cutlery,58,['cutlery'],[58],1,4.0,5.0,4.0,4.0,1.0,0.3910256410256411,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_103_3_0,P01,P01_103_3_0,00:00:00.000,00:00:00.000,00:00:01.216,1,73,put plate into cupboard,put-into,5,plate,2,"['plate', 'cupboard']","[2, 3]",1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
P01_103_3_1,P01,P01_103_3_1,00:00:00.000,00:00:00.000,00:00:01.216,1,73,put plate into cupboard,put-into,5,plate,2,"['plate', 'cupboard']","[2, 3]",1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P01_103_68_0,P01,P01_103_68_0,00:00:00.000,00:00:00.000,00:00:02.983,1,179,put cereals into cupboard,put-into,5,cereal,99,"['cereal', 'cupboard']","[99, 3]",1,4.0,1.0,4.0,4.0,3.0,0.35,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_103_68_1,P01,P01_103_68_1,00:00:00.000,00:00:00.000,00:00:01.483,1,89,put cereals into cupboard,put-into,5,cereal,99,"['cereal', 'cupboard']","[99, 3]",1,4.0,4.0,4.0,1.0,3.0,0.35,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
P01_103_68_2,P01,P01_103_68_2,00:00:00.000,00:00:00.000,00:00:02.983,1,179,put cereals into cupboard,put-into,5,cereal,99,"['cereal', 'cupboard']","[99, 3]",1,4.0,4.0,4.0,4.0,1.0,0.375,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
P01_103_73_0,P01,P01_103_73_0,00:00:00.000,00:00:00.000,00:00:00.783,1,47,pick up food container,pick-up,0,container:food,21,['container:food'],[21],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_103_73_1,P01,P01_103_73_1,00:00:00.000,00:00:00.000,00:00:00.783,1,47,pick up food container,pick-up,0,container:food,21,['container:food'],[21],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
P01_104_16_0,P01,P01_104_16_0,00:00:00.000,00:00:00.000,00:00:01.166,1,70,squeeze sponge,squeeze,18,sponge,9,['sponge'],[9],1,5.0,1.0,4.0,5.0,5.0,0.4256756756756756,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_104_16_1,P01,P01_104_16_1,00:00:00.000,00:00:00.000,00:00:01.166,1,70,squeeze sponge,squeeze,18,sponge,9,['sponge'],[9],1,5.0,5.0,4.0,5.0,1.0,0.4256756756756756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P01_104_6_0,P01,P01_104_6_0,00:00:00.000,00:00:00.000,00:00:00.766,1,46,open drawer,open,3,drawer,8,['drawer'],[8],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_104_6_1,P01,P01_104_6_1,00:00:00.000,00:00:00.000,00:00:00.766,1,46,open drawer,open,3,drawer,8,['drawer'],[8],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
P01_104_68_0,P01,P01_104_68_0,00:00:00.000,00:00:00.000,00:00:00.783,1,47,put down sponge,put-down,1,sponge,9,['sponge'],[9],1,5.0,1.0,4.0,5.0,5.0,0.4256756756756756,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_104_68_1,P01,P01_104_68_1,00:00:00.000,00:00:00.000,00:00:00.783,1,47,put down sponge,put-down,1,sponge,9,['sponge'],[9],1,5.0,5.0,4.0,5.0,1.0,0.4256756756756756,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
P01_104_9_0,P01,P01_104_9_0,00:00:00.000,00:00:00.000,00:00:00.500,1,30,take sponge,take,0,sponge,9,['sponge'],[9],1,5.0,1.0,4.0,4.0,4.0,0.3910256410256411,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_104_9_1,P01,P01_104_9_1,00:00:00.000,00:00:00.000,00:00:00.500,1,30,take sponge,take,0,sponge,9,['sponge'],[9],1,5.0,5.0,4.0,4.0,1.0,0.4078947368421053,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
P01_105_104_0,P01,P01_105_104_0,00:00:00.000,00:00:00.000,00:00:00.416,1,25,put courgette dice into wok,put-into,5,dice:courgette,76,"['dice:courgette', 'wok']","[76, 5]",1,5.0,1.0,5.0,4.0,5.0,0.4256756756756756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_105_180_0,P01,P01_105_180_0,00:00:00.000,00:00:00.000,00:00:00.600,1,36,put down lid,put-down,1,lid,6,['lid'],[6],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_105_194_0,P01,P01_105_194_0,00:00:00.000,00:00:00.000,00:00:00.450,1,27,close fridge,close,4,fridge,12,['fridge'],[12],1,5.0,1.0,5.0,4.0,5.0,0.4256756756756756,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_105_381_0,P01,P01_105_381_0,00:00:00.000,00:00:00.000,00:00:00.550,1,33,turn off tap,turn-off,8,tap,0,['tap'],[0],1,3.0,1.0,3.0,4.0,3.0,0.3055555555555556,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_105_596_0,P01,P01_105_596_0,00:00:00.000,00:00:00.000,00:00:16.766,1,1006,stir food,stir,10,food,34,['food'],[34],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_105_596_1,P01,P01_105_596_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,stir food,stir,10,food,34,['food'],[34],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_105_638_0,P01,P01_105_638_0,00:00:00.000,00:00:00.000,00:00:01.449,1,87,pick up kettle,pick-up,0,kettle,44,['kettle'],[44],1,5.0,1.0,4.0,5.0,5.0,0.4256756756756756,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_107_33_0,P01,P01_107_33_0,00:00:00.000,00:00:00.000,00:00:00.633,1,38,open bottle,open,3,bottle,15,['bottle'],[15],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_107_33_1,P01,P01_107_33_1,00:00:00.000,00:00:00.000,00:00:00.633,1,38,open bottle,open,3,bottle,15,['bottle'],[15],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
P01_107_56_0,P01,P01_107_56_0,00:00:00.000,00:00:00.000,00:00:00.800,1,48,put spoon into cup,put-into,5,spoon,1,"['spoon', 'cup']","[1, 13]",1,5.0,1.0,4.0,5.0,4.0,0.4078947368421053,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_107_56_1,P01,P01_107_56_1,00:00:00.000,00:00:00.000,00:00:00.800,1,48,put spoon into cup,put-into,5,spoon,1,"['spoon', 'cup']","[1, 13]",1,5.0,4.0,4.0,5.0,1.0,0.4078947368421053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P01_109_641_0,P01,P01_109_641_0,00:00:00.000,00:00:00.000,00:00:00.266,1,16,turn on tap,turn-on,6,tap,0,['tap'],[0],1,5.0,1.0,5.0,4.0,5.0,0.4256756756756756,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_109_648_0,P01,P01_109_648_0,00:00:00.000,00:00:00.000,00:00:01.500,1,90,pick up bowl,pick-up,0,bowl,7,['bowl'],[7],1,5.0,1.0,4.0,4.0,4.0,0.3910256410256411,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_109_706_0,P01,P01_109_706_0,00:00:00.000,00:00:00.000,00:00:02.833,1,170,flip omelette,flip,22,omelette,162,['omelette'],[162],1,5.0,1.0,5.0,5.0,4.0,0.4256756756756756,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_109_706_1,P01,P01_109_706_1,00:00:00.000,00:00:00.000,00:00:01.416,1,85,flip omelette,flip,22,omelette,162,['omelette'],[162],1,5.0,5.0,5.0,1.0,4.0,0.4256756756756756,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_17_100_0,P01,P01_17_100_0,00:00:00.000,00:00:00.000,00:00:11.866,1,712,grate carrots,grate,77,carrot,41,['carrot'],[41],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
P01_17_100_1,P01,P01_17_100_1,00:00:00.000,00:00:00.000,00:00:03.000,1,180,grate carrots,grate,77,carrot,41,['carrot'],[41],1,5.0,5.0,5.0,1.0,5.0,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
P01_18_520_0,P01,P01_18_520_0,00:00:00.000,00:00:00.000,00:00:01.750,1,105,put down sponge,put-down,1,sponge,9,['sponge'],[9],1,5.0,1.0,5.0,5.0,5.0,0.4444444444444444,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
