narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,action_presence,camera_motion,lighting,focus,action_completeness,object_presence,quality_score,tsn_raw_logit_verb,tsn_raw_logit_noun,tsn_raw_logit_action,avion_raw_logit_action,avion_raw_logit_verb,avion_raw_logit_noun
P06_103_13,P06,P06_103,00:01:26.4,00:01:25.9,00:01:26.9,4296,4343,close cupboard,close,4,cupboard,3,['cupboard'],[3],1,5.0,5.0,5.0,4.0,5.0,0.9404761904761904,0.7068282,0.97831726,0.6915022,0.6997,0.7134,0.7056
P06_103_130,P06,P06_103,00:09:36.4,00:09:33.2,00:09:38.1,28661,28905,turn on tap,turn-on,6,tap,0,['tap'],[0],1,5.0,5.0,4.0,5.0,5.0,0.9404761904761904,0.031073043,0.040851757,0.0012693884,0.7026,0.7036,0.7197
P06_103_138,P06,P06_103,00:10:03.2,00:10:02.1,00:10:03.1,30106,30156,take lid off pan,take-off,12,lid,6,"['lid', 'pan']","[6, 5]",1,4.0,4.0,4.0,3.0,4.0,0.6875,0.48522428,0.9998895,0.48517066,0.743,0.748,0.7607
P06_103_17,P06,P06_103,00:01:49.4,00:01:48.7,00:01:49.6,5435,5479,pick up chopping board,pick-up,0,board:chopping,18,['board:chopping'],[18],1,5.0,5.0,5.0,5.0,5.0,1.0,0.6629271,0.97351843,0.64537174,0.7334,0.78,0.742
P06_103_35,P06,P06_103,00:02:50.2,00:02:46.8,00:02:51.3,8342,8566,pick up kettle,pick-up,0,kettle,44,['kettle'],[44],1,5.0,4.0,3.0,5.0,4.0,0.7635135135135134,0.68023384,0.9539227,0.6488905,0.6733,0.7437,0.682
P06_103_67,P06,P06_103,00:04:02.7,00:04:02.6,00:04:03.3,12129,12163,open cupboard,open,3,cupboard,3,['cupboard'],[3],1,5.0,5.0,5.0,5.0,5.0,1.0,0.9811116,0.9994529,0.9805748,0.716,0.731,0.7207
P06_103_85,P06,P06_103,00:04:48.2,00:04:47.6,00:04:48.9,14382,14443,take lid off pan,take-off,12,lid,6,"['lid', 'pan']","[6, 5]",1,5.0,5.0,5.0,5.0,5.0,1.0,0.563172,0.9469018,0.5332686,0.7446,0.7495,0.766
P06_103_98,P06,P06_103,00:05:32.0,00:05:31.0,00:05:32.6,16550,16628,put lid on pan,put-on,1,lid,6,"['lid', 'pan']","[6, 5]",1,5.0,4.0,4.0,4.0,4.0,0.7916666666666667,0.5896649,0.9978282,0.5883842,0.7925,0.821,0.8003
P06_104_25,P06,P06_104,00:01:40.155,00:01:39.14,00:01:42.95,4957,5147,pour sweet potato into pan,pour-into,9,potato:sweet,30,"['potato:sweet', 'pan']","[30, 5]",1,4.0,3.0,5.0,4.0,5.0,0.7635135135135134,0.7808058,0.009689214,0.0075653945,0.5605,0.5884,0.7188
P06_107_23,P06,P06_107,00:01:10.7,00:01:10.8,00:01:12.1,3541,3603,spread flour,spread,27,flour,75,['flour'],[75],1,5.0,5.0,5.0,5.0,5.0,1.0,0.22677419,0.97131383,0.2202689,0.579,0.5825,0.6353
P06_107_28,P06,P06_107,00:01:44.2,00:01:44.1,00:01:44.8,5206,5240,put down bowl,put-down,1,bowl,7,['bowl'],[7],1,5.0,5.0,4.0,5.0,5.0,0.9404761904761904,0.6988116,0.9646077,0.67407906,0.712,0.758,0.7246
P06_107_55,P06,P06_107,00:04:24.4,00:04:23.8,00:04:24.7,13190,13237,turn off tap,turn-off,8,tap,0,['tap'],[0],1,5.0,5.0,5.0,5.0,5.0,1.0,0.64054567,0.99899465,0.6399017,0.675,0.676,0.683
P06_108_86,P06,P06_108,00:07:30.661,00:07:29.92,00:07:30.39,22496,22519,put down lid,put-down,1,lid,6,['lid'],[6],1,4.0,5.0,4.0,5.0,4.0,0.8369565217391306,0.45789465,0.5994907,0.2745036,0.6484,0.7007,0.6675
P06_109_3,P06,P06_109,00:00:15.167,00:00:13.22,00:00:16.00,661,800,take out pizza,take-out,12,pizza,91,['pizza'],[91],1,5.0,5.0,5.0,5.0,5.0,1.0,0.22900331,0.29098716,0.066637024,0.698,0.7207,0.747
P06_113_116,P06,P06_113,00:04:55.710,00:04:54.65,00:04:55.90,14732,14794,put bottle in fridge,put-in,5,bottle,15,"['bottle', 'fridge']","[15, 12]",1,5.0,5.0,5.0,5.0,5.0,1.0,0.61474633,0.8641871,0.53125584,0.594,0.6543,0.621
P07_02_14,P07,P07_02,00:01:32.259,00:01:34.95,00:01:44.86,5697,6291,stir oats,stir,10,oat,127,['oat'],[127],1,5.0,4.0,5.0,5.0,5.0,0.9404761904761904,0.62271714,0.9990245,0.6221097,0.5312,0.5513,0.726
P07_05_15,P07,P07_05,00:01:21.220,00:01:33.16,00:01:36.65,5589,5799,put pan on stove,put-on,1,pan,5,"['pan', 'stove']","[5, 24]",1,5.0,3.0,5.0,5.0,4.0,0.806338028169014,0.22351468,0.75648415,0.16908531,0.6987,0.747,0.7114
P07_05_30,P07,P07_05,00:02:36.950,00:02:38.66,00:02:40.31,9519,9618,close tap,turn-off,8,tap,0,['tap'],[0],1,5.0,2.0,5.0,4.0,2.0,0.5075757575757576,0.3985059,0.6885853,0.2744053,0.7773,0.778,0.7935
P07_08_22,P07,P07_08,00:02:28.0,00:02:12.8,00:02:13.6,7968,8016,fold tortilla,fold,28,tortilla,107,['tortilla'],[107],1,5.0,5.0,5.0,5.0,5.0,1.0,0.01697704,0.93505305,0.015874432,0.1378,0.1398,0.5674
P07_101_37,P07,P07_101,00:03:52.680,00:03:52.29,00:03:53.55,11614,11677,pick up cheese,pick-up,0,cheese,32,['cheese'],[32],1,4.0,4.0,3.0,4.0,3.0,0.6323529411764707,0.701407,0.9578245,0.6718249,0.6655,0.7397,0.687
P07_115_55,P07,P07_115,00:03:09.701,00:03:09.09,00:03:10.38,9454,9519,grab container,grab,0,container,21,['container'],[21],1,5.0,5.0,5.0,5.0,5.0,1.0,0.69614667,0.7670904,0.53400743,0.7456,0.796,0.7544
P07_115_65,P07,P07_115,00:03:29.340,00:03:27.89,00:03:30.17,10394,10508,put broccoli into container,put-into,5,broccoli,101,"['broccoli', 'container']","[101, 21]",1,5.0,4.0,5.0,5.0,5.0,0.9404761904761904,0.22304767,0.9807027,0.21874346,0.866,0.8784,0.9
P08_03_10,P08,P08_03,00:00:27.300,00:00:27.57,00:00:33.42,1654,2005,arrange bell peppers in bowl,arrange,40,pepper:bell,37,"['pepper:bell', 'bowl']","[37, 7]",1,5.0,4.0,5.0,4.0,4.0,0.8369565217391306,0.5520018,0.7170393,0.39580697,0.1101,0.2786,0.1887
P08_05_348,P08,P08_05,00:27:47.419,00:27:46.79,00:27:48.16,100007,100089,wash tomatoes,wash,2,tomato,43,['tomato'],[43],1,5.0,5.0,5.0,5.0,5.0,1.0,0.99920815,0.77259034,0.77197856,0.7285,0.7905,0.7383
P08_08_4,P08,P08_08,00:00:08.640,00:00:07.38,00:00:09.86,442,591,close dishwasher,close,4,dishwasher,70,['dishwasher'],[70],1,5.0,5.0,5.0,5.0,5.0,1.0,0.79736567,0.74262094,0.59214044,0.6333,0.7075,0.6387
P08_19_19,P08,P08_19,00:01:31.810,00:01:30.44,00:01:31.47,5426,5488,wash hands,wash,2,hand,11,['hand'],[11],1,5.0,5.0,5.0,4.0,5.0,0.9404761904761904,0.93495095,0.68939584,0.6445513,0.6978,0.716,0.7017
P08_21_10,P08,P08_21,00:00:23.9,00:00:22.3,00:00:25.6,1336,1533,take out mugs,take-out,12,mug,13,['mug'],[13],1,5.0,5.0,4.0,5.0,5.0,0.9404761904761904,0.6362122,0.50852096,0.32352725,0.7695,0.82,0.801
P08_21_108,P08,P08_21,00:06:17.9,00:06:09.9,00:06:24.6,22191,23076,press oats with milk,press,21,oat,127,"['oat', 'milk']","[127, 64]",1,4.0,4.0,5.0,5.0,5.0,0.8863636363636362,0.0399714,0.51556337,0.02060779,0.1139,0.1249,0.414
P08_21_113,P08,P08_21,00:06:32.3,00:06:34.8,00:06:37.8,23687,23868,get coconut,get,0,coconut,196,['coconut'],[196],1,5.0,4.0,4.0,5.0,5.0,0.8863636363636362,0.27279168,6.356645e-05,1.7340399e-05,0.2291,0.3508,0.2303
P08_21_116,P08,P08_21,00:06:42.6,00:06:49.9,00:06:53.8,24597,24829,spoon in cinnamon,spoon-in,16,cinnamon,274,['cinnamon'],[274],1,5.0,5.0,5.0,5.0,5.0,1.0,0.5138983,0.73587847,0.3781667,0.5156,0.6616,0.5264
P08_21_126,P08,P08_21,00:07:25.7,00:07:25.1,00:07:36.0,26704,27358,spoon in mixture,spoon-in,16,mixture,71,['mixture'],[71],1,5.0,4.0,4.0,5.0,4.0,0.8369565217391306,0.18397284,0.49715224,0.09146251,0.319,0.586,0.4336
P08_21_152,P08,P08_21,00:09:33.7,00:09:32.8,00:09:38.8,34368,34730,choose eggs,choose,85,egg,53,['egg'],[53],1,5.0,5.0,5.0,5.0,5.0,1.0,0.938821,0.9994504,0.938305,0.1664,0.172,0.2654
P08_21_158,P08,P08_21,00:09:53.5,00:10:00.3,00:10:15.2,36018,36914,still wipe off floor with kitchen towel,wipe-off,2,floor,159,"['floor', 'towel:kitchen']","[159, 93]",1,5.0,5.0,5.0,5.0,5.0,1.0,0.9970535,0.98869264,0.98577946,0.7925,0.8247,0.802
P08_21_169,P08,P08_21,00:11:13.4,00:11:13.8,00:11:14.8,40425,40489,open fridge,open,3,fridge,12,['fridge'],[12],1,4.0,4.0,3.0,4.0,3.0,0.6323529411764707,0.5068789,0.9194031,0.46602604,0.723,0.737,0.728
P08_21_175,P08,P08_21,00:11:28.0,00:11:27.0,00:11:29.0,41221,41341,open fridge door large,open,3,door:fridge,12,['door:fridge'],[12],1,5.0,5.0,5.0,4.0,5.0,0.9404761904761904,0.63520473,0.9104287,0.57830864,0.6875,0.701,0.692
P08_21_182,P08,P08_21,00:11:41.8,00:11:43.9,00:11:45.5,42236,42332,open lid,open,3,lid,6,['lid'],[6],1,5.0,5.0,5.0,5.0,5.0,1.0,0.5823237,0.97112715,0.56551033,0.8115,0.839,0.8174
P08_21_186,P08,P08_21,00:12:06.9,00:12:08.9,00:12:10.9,43731,43853,open lid,open,3,lid,6,['lid'],[6],1,5.0,5.0,5.0,5.0,5.0,1.0,0.2532854,0.86451197,0.21896827,0.863,0.875,0.8755
P08_21_210,P08,P08_21,00:14:06.7,00:14:07.6,00:14:08.9,50857,50932,open drawer,open,3,drawer,8,['drawer'],[8],1,5.0,5.0,5.0,5.0,5.0,1.0,0.9268844,0.99996054,0.9268478,0.672,0.6978,0.676
P08_21_224,P08,P08_21,00:15:30.0,00:15:18.6,00:15:40.0,55116,56401,pour the whole mixture in pan,pour-in,9,mixture:whole,71,"['mixture:whole', 'pan']","[71, 5]",1,5.0,4.0,5.0,5.0,5.0,0.9404761904761904,0.7317958,0.953379,0.69767874,0.745,0.7637,0.757
P08_21_232,P08,P08_21,00:16:25.7,00:16:28.3,00:16:29.1,59299,59346,open fridge,open,3,fridge,12,['fridge'],[12],1,5.0,5.0,3.0,2.0,3.0,0.5478723404255319,0.37626442,0.99413896,0.3740591,0.7085,0.7266,0.712
P08_21_24,P08,P08_21,00:01:08.0,00:01:05.0,00:01:07.8,3903,4068,take out pan,take-out,12,pan,5,['pan'],[5],1,5.0,5.0,5.0,5.0,5.0,1.0,0.7669953,0.8644408,0.66302204,0.748,0.76,0.821
P08_21_241,P08,P08_21,00:16:51.6,00:16:52.2,00:16:53.3,60729,60797,get scissors,get,0,scissors,79,['scissors'],[79],1,5.0,4.0,3.0,3.0,3.0,0.6120689655172414,0.8162297,0.9862368,0.8049958,0.6816,0.7505,0.6934
P08_21_257,P08,P08_21,00:18:11.2,00:18:08.2,00:18:14.7,65294,65679,close bag,close,4,bag,19,['bag'],[19],1,5.0,5.0,5.0,5.0,5.0,1.0,0.8522326,0.9976427,0.8502236,0.7397,0.751,0.7983
P08_21_266,P08,P08_21,00:18:29.7,00:18:30.3,00:18:32.3,66619,66739,throw away plastic bits,throw,13,bit:plastic,54,['bit:plastic'],[54],1,3.0,4.0,4.0,2.0,2.0,0.4318181818181819,0.31957623,0.18381302,0.058742274,0.86,0.876,0.861
P08_21_273,P08,P08_21,00:19:04.9,00:19:03.5,00:19:05.0,68611,68702,get the ice piece,get,0,piece:ice,189,['piece:ice'],[189],1,5.0,5.0,5.0,5.0,4.0,0.9404761904761904,0.5616061,0.0004494786,0.00025242992,0.526,0.5986,0.53
P08_21_283,P08,P08_21,00:19:38.5,00:19:39.4,00:19:40.0,70765,70802,open cupboard,open,3,cupboard,3,['cupboard'],[3],1,5.0,5.0,5.0,4.0,5.0,0.9404761904761904,0.7841827,0.9999994,0.78418225,0.69,0.708,0.6943
P08_21_301,P08,P08_21,00:20:51.7,00:20:51.7,00:20:53.6,75102,75218,open microwave,open,3,microwave,90,['microwave'],[90],1,5.0,5.0,5.0,5.0,5.0,1.0,0.14940317,0.7107161,0.106183246,0.661,0.6973,0.6714
P08_21_305,P08,P08_21,00:20:59.7,00:21:03.6,00:21:11.6,75816,76294,flip the pan,flip,22,pan,5,['pan'],[5],0,,,,,,0.0,0.27604303,0.63631654,0.17565075,0.624,0.683,0.65
P08_21_309,P08,P08_21,00:21:19.1,00:21:20.3,00:21:21.6,76818,76896,throwing in garbage,throw-in,13,garbage,54,['garbage'],[54],1,4.0,5.0,4.0,3.0,4.0,0.7240259740259741,0.9937929,0.81389743,0.80884546,0.843,0.8564,0.8496
P08_21_32,P08,P08_21,00:01:22.9,00:01:22.3,00:01:24.6,4940,5077,place lid on counter top,place-on,1,lid,6,"['lid', 'top:counter']","[6, 42]",1,4.0,4.0,5.0,4.0,4.0,0.7916666666666667,0.519634,0.24447232,0.12703614,0.7056,0.759,0.7188
P08_21_338,P08,P08_21,00:23:17.0,00:23:16.6,00:23:17.9,83793,83872,put the lid back on jar,put-on,1,lid,6,"['lid', 'jar']","[6, 40]",1,5.0,5.0,5.0,5.0,5.0,1.0,0.34264916,0.6735912,0.23080546,0.768,0.796,0.797
P08_21_43,P08,P08_21,00:01:57.6,00:01:59.2,00:02:01.5,7153,7288,place plates in cupboard,place-in,5,plate,2,"['plate', 'cupboard']","[2, 3]",1,4.0,5.0,4.0,4.0,4.0,0.7916666666666667,0.84227157,0.7282615,0.6133939,0.7207,0.7637,0.762
P08_21_47,P08,P08_21,00:02:15.2,00:02:15.7,00:02:17.7,8142,8260,place bowl in cupboard,place-in,5,bowl,7,"['bowl', 'cupboard']","[7, 3]",1,5.0,5.0,5.0,5.0,4.0,0.9404761904761904,0.10326235,0.77577335,0.08010818,0.7705,0.8335,0.789
P08_21_5,P08,P08_21,00:00:13.0,00:00:12.7,00:00:14.6,761,876,take out food,take-out,12,food,34,['food'],[34],0,,,,,,0.0,0.85103416,0.031519458,0.026824135,0.7095,0.777,0.7104
P08_21_84,P08,P08_21,00:04:33.1,00:04:33.6,00:04:34.7,16414,16479,open cupboard,open,3,cupboard,3,['cupboard'],[3],1,3.0,4.0,5.0,4.0,4.0,0.7240259740259741,0.8930871,0.99988365,0.8929832,0.7217,0.738,0.7256
P08_21_88,P08,P08_21,00:04:44.2,00:04:47.0,00:04:48.5,17218,17308,open oats,open,3,oat,127,['oat'],[127],1,5.0,5.0,5.0,5.0,5.0,1.0,0.22774498,0.0850848,0.019377638,0.1154,0.2201,0.1355
P08_21_93,P08,P08_21,00:05:10.4,00:05:10.7,00:05:12.5,18641,18748,place lid back,place,1,lid,6,['lid'],[6],1,5.0,5.0,5.0,5.0,5.0,1.0,0.16934666,0.81312907,0.13770069,0.6855,0.725,0.713
P08_23_173,P08,P08_23,00:16:18.040,00:16:16.64,00:16:18.24,58598,58694,open microwave,open,3,microwave,90,['microwave'],[90],1,5.0,5.0,5.0,5.0,5.0,1.0,0.24786937,0.996555,0.24701546,0.686,0.726,0.6953
P08_26_47,P08,P08_26,00:02:31.420,00:02:28.86,00:02:31.67,8931,9100,clean chopping board,clean,2,board:chopping,18,['board:chopping'],[18],1,5.0,5.0,5.0,5.0,5.0,1.0,0.9970331,0.99775827,0.99479806,0.703,0.7524,0.714
P08_28_2,P08,P08_28,00:00:03.389,00:00:03.45,00:00:05.18,207,310,open dishwasher,open,3,dishwasher,70,['dishwasher'],[70],1,4.0,4.0,5.0,5.0,5.0,0.8863636363636362,0.6621951,0.87675595,0.5805835,0.6357,0.6885,0.6426
P09_104_4,P09,P09_104,00:00:19.000,00:00:15.64,00:00:25.74,782,1287,wash pan,wash,2,pan,5,['pan'],[5],1,5.0,5.0,5.0,4.0,5.0,0.9404761904761904,0.99710995,0.99846315,0.9955776,0.654,0.6914,0.6655
P10_04_108,P10,P10_04,00:11:36.9,00:11:36.0,00:11:44.5,41760,42271,use the food spade to move the fish pieces,move,11,spade:food,1,"['spade:food', 'piece:fish']","[1, 119]",1,5.0,5.0,5.0,5.0,5.0,1.0,0.12282635,0.12188496,0.014970684,0.6914,0.7,0.714
P10_04_119,P10,P10_04,00:13:29.0,00:13:32.6,00:13:34.2,48753,48851,cut the ginger,cut,7,ginger,131,['ginger'],[131],1,5.0,5.0,5.0,5.0,5.0,1.0,0.9999201,0.9613578,0.961281,0.833,0.867,0.8403
P10_04_123,P10,P10_04,00:13:52.5,00:13:56.1,00:13:57.6,50164,50254,put the ginger back into the plastic container,put,1,ginger,131,"['ginger', 'container:plastic']","[131, 21]",1,5.0,4.0,5.0,5.0,4.0,0.8863636363636362,0.10742057,0.16507599,0.017732557,0.6597,0.7065,0.716
P10_04_133,P10,P10_04,00:15:07.0,00:15:08.4,00:15:18.3,54504,55096,open the cover of the lettuce,open,3,cover,89,"['cover', 'lettuce']","[89, 120]",1,5.0,5.0,5.0,5.0,5.0,1.0,0.39870885,0.45483756,0.18134776,0.687,0.706,0.7695
P10_04_141,P10,P10_04,00:15:38.1,00:15:43.0,00:16:09.0,56578,58138,rotate the fish to make sure they are evenly fried,rotate,23,fish,119,['fish'],[119],1,5.0,5.0,4.0,4.0,5.0,0.8863636363636362,0.038776897,0.3659627,0.014190898,0.4797,0.483,0.625
P10_04_145,P10,P10_04,00:16:24.8,00:16:28.1,00:16:32.1,59287,59526,combine the fish from both pot into the larger pot,combine-from,1,fish,119,"['fish', 'pot', 'pot:larger']","[119, 29, 29]",1,4.0,3.0,5.0,4.0,4.0,0.7240259740259741,0.012226431,0.52466655,0.006414799,0.5747,0.6084,0.7134
P10_04_176,P10,P10_04,00:19:34.1,00:19:48.9,00:19:50.8,71332,71450,wash the knife,wash,2,knife,4,['knife'],[4],1,5.0,4.0,4.0,4.0,4.0,0.7916666666666667,0.8537081,0.98975813,0.8449645,0.6694,0.6997,0.6807
P10_04_185,P10,P10_04,00:20:16.330,00:20:22.09,00:20:26.81,73325,73608,cover it,cover,36,sauce,47,['sauce'],[47],1,5.0,5.0,5.0,5.0,4.0,0.9404761904761904,0.08194528,0.04690859,0.0038439375,0.105,0.1256,0.11066
P10_04_216,P10,P10_04,00:22:57.8,00:22:59.6,00:23:03.0,82774,82979,get some vegetable,get,0,vegetable,94,['vegetable'],[94],1,3.0,3.0,3.0,4.0,4.0,0.5833333333333334,0.4744347,0.009612916,0.004560701,0.754,0.838,0.754
P10_04_241,P10,P10_04,00:26:04.7,00:26:11.5,00:26:12.8,94289,94370,shake another pot,shake,15,pot,29,['pot'],[29],1,5.0,4.0,4.0,5.0,5.0,0.8863636363636362,0.07289901,0.97873074,0.071348496,0.794,0.795,0.8447
P10_04_262,P10,P10_04,00:28:11.5,00:28:18.5,00:28:35.8,101911,102946,put the green bean into another pot,put-into,5,bean:green,185,"['bean:green', 'pot']","[185, 29]",1,5.0,5.0,5.0,5.0,5.0,1.0,0.28594425,0.06585036,0.018829532,0.7383,0.786,0.742
P10_04_277,P10,P10_04,00:30:15.9,00:30:23.1,00:30:29.7,109384,109780,wash the pot with the brusher,wash-with,2,pot,29,"['pot', 'brusher']","[29, 103]",1,4.0,4.0,4.0,3.0,5.0,0.7240259740259741,0.9759493,0.72873104,0.7112045,0.834,0.8633,0.848
P10_04_299,P10,P10_04,00:32:08.4,00:32:27.5,00:32:28.2,116851,116890,put garlic into white plastic pot,put-into,5,garlic,51,"['garlic', 'pot:plastic']","[51, 23]",1,5.0,5.0,5.0,5.0,5.0,1.0,0.93509686,0.9898896,0.92564267,0.7705,0.821,0.7812
P10_04_309,P10,P10_04,00:33:54.5,00:34:07.9,00:34:11.8,122874,123110,hit the garlic with the side of knife,hit-with,32,garlic,51,"['garlic', 'side:knife']","[51, 4]",1,5.0,4.0,5.0,5.0,5.0,0.9404761904761904,0.99494165,0.999731,0.994674,0.909,0.9097,0.913
P10_04_319,P10,P10_04,00:35:14.7,00:34:57.7,00:34:58.4,125863,125902,put the garlic into the white pot,put-into,5,garlic,51,"['garlic', 'pot:white']","[51, 29]",1,5.0,4.0,5.0,5.0,5.0,0.9404761904761904,0.84079903,0.97851014,0.82273036,0.5693,0.6826,0.5786
P10_04_322,P10,P10_04,00:35:38.4,00:35:17.7,00:35:24.4,127062,127463,remove the skin of a garlic,remove,12,skin,48,"['skin', 'garlic']","[48, 51]",1,5.0,5.0,5.0,5.0,4.0,0.9404761904761904,0.9656718,0.9623346,0.92929935,0.7485,0.7534,0.7505
P10_04_337,P10,P10_04,00:36:41.9,00:36:22.4,00:36:24.5,130945,131070,put the water back in the bowl and wash it,put,1,water,27,"['water', 'bowl']","[27, 7]",1,5.0,5.0,5.0,5.0,5.0,1.0,0.0062709483,0.019483663,0.00012218104,0.8374,0.848,0.8804
P10_04_346,P10,P10_04,00:37:30.8,00:37:12.5,00:37:19.7,133952,134380,cut the ginger slice into smaller pieces,cut-into,7,slice:ginger,131,['slice:ginger'],[131],1,5.0,4.0,5.0,5.0,5.0,0.9404761904761904,0.872061,0.99809307,0.87039804,0.7124,0.7407,0.744
P10_04_358,P10,P10_04,00:38:15.7,00:38:09.4,00:38:10.3,137365,137419,open cabinet again,open,3,cabinet,3,['cabinet'],[3],1,4.0,5.0,4.0,4.0,4.0,0.7916666666666667,0.8320871,0.99994767,0.8320435,0.7104,0.7266,0.7153
P10_04_390,P10,P10_04,00:41:52.0,00:41:33.0,00:41:51.4,149578,150687,mix the sprout with the water,mix-with,10,sprout,258,"['sprout', 'water']","[258, 27]",1,4.0,3.0,4.0,4.0,4.0,0.6875,0.42845997,0.3357978,0.14387591,0.4253,0.72,0.4631
P10_04_407,P10,P10_04,00:43:59.3,00:43:47.2,00:43:50.8,157632,157846,using chopsticks put more sprout into the bottom right pot,put-into,5,chopstick,80,"['chopstick', 'sprout:more', 'pot:right']","[80, 258, 29]",1,5.0,5.0,5.0,5.0,5.0,1.0,0.6702985,0.25838593,0.1731957,0.4124,0.66,0.4375
P10_04_410,P10,P10_04,00:44:24.930,00:44:06.03,00:44:08.61,158761,158916,put the cover on the desk,put-on,1,cover,89,"['cover', 'desk']","[89, 42]",1,5.0,5.0,5.0,5.0,5.0,1.0,0.2676623,0.2063487,0.055231765,0.6816,0.7905,0.686
P10_04_420,P10,P10_04,00:45:27.3,00:45:09.7,00:45:11.6,162579,162696,put the pot on the utensil shelf,put-on,1,pot,29,"['pot', 'shelf:utensil']","[29, 247]",1,4.0,5.0,4.0,4.0,4.0,0.7916666666666667,0.6328958,0.9867741,0.6245252,0.594,0.6665,0.6133
P10_04_423,P10,P10_04,00:45:36.8,00:45:19.6,00:45:20.7,163175,163245,put the spade back,put,1,spade,1,['spade'],[1],1,5.0,5.0,4.0,5.0,5.0,0.9404761904761904,0.32610235,0.3988571,0.13006823,0.776,0.802,0.791
P10_04_462,P10,P10_04,00:50:45.4,00:50:26.6,00:50:28.4,181597,181705,put it on the table,put-on,1,table,42,['table'],[42],1,3.0,4.0,5.0,5.0,5.0,0.806338028169014,0.4328638,0.07918603,0.034276765,0.9224,0.9375,0.9224
P10_04_480,P10,P10_04,00:52:57.2,00:52:37.9,00:52:41.1,189474,189665,put some cleaning liquids on the clothes,put-on,1,liquid:cleaning,22,"['liquid:cleaning', 'clothes']","[22, 73]",1,5.0,4.0,5.0,5.0,5.0,0.9404761904761904,0.5005921,0.88773376,0.4443925,0.846,0.8687,0.853
P10_04_51,P10,P10_04,00:05:51.1,00:05:58.0,00:06:01.1,21478,21669,cut it a third time,cut,7,cover,89,['cover'],[89],1,3.0,4.0,5.0,5.0,5.0,0.806338028169014,0.9800638,0.010389661,0.010182531,0.02151,0.3882,0.02428
P10_04_68,P10,P10_04,00:07:14.9,00:07:20.6,00:07:28.3,26433,26899,mix the fish with the flour,mix-with,10,fish,119,"['fish', 'flour']","[119, 75]",1,5.0,5.0,5.0,5.0,5.0,1.0,0.8753516,0.9462609,0.828311,0.7515,0.809,0.761
P10_04_78,P10,P10_04,00:08:28.6,00:08:36.0,00:08:38.4,30958,31104,shake the pot,shake,15,pot,29,['pot'],[29],1,5.0,5.0,5.0,5.0,5.0,1.0,0.9526933,0.99996936,0.9526641,0.719,0.72,0.7407
P10_04_90,P10,P10_04,00:09:57.6,00:10:04.6,00:10:06.8,36274,36409,shake the pot,shake,15,pot,29,['pot'],[29],1,5.0,5.0,5.0,5.0,5.0,1.0,0.82339424,0.9803372,0.807204,0.5005,0.503,0.5312
P10_04_94,P10,P10_04,00:10:19.6,00:10:21.5,00:10:44.2,37291,38652,put the fish pieces into the pot,put-into,5,piece:fish,119,"['piece:fish', 'pot']","[119, 29]",1,5.0,5.0,5.0,5.0,5.0,1.0,0.43141702,0.9961189,0.42974263,0.5034,0.5166,0.804
P11_01_18,P11,P11_01,00:00:54.119,00:00:52.00,00:00:55.74,3120,3344,scrub mug,scrub,29,mug,13,['mug'],[13],1,4.0,3.0,5.0,4.0,4.0,0.7240259740259741,0.89355654,0.9990503,0.89270794,0.4292,0.4526,0.723
P11_05_335,P11,P11_05,00:23:44.290,00:23:43.53,00:23:45.06,85411,85503,rinse hands,rinse,2,hand,11,['hand'],[11],1,5.0,5.0,5.0,5.0,5.0,1.0,0.99496067,0.8298905,0.8257084,0.743,0.7593,0.747
P11_05_343,P11,P11_05,00:24:35.560,00:24:22.89,00:24:42.33,87773,88939,stir pan,stir,10,pan,5,['pan'],[5],1,5.0,5.0,5.0,5.0,5.0,1.0,0.99550915,0.9324364,0.928249,0.7305,0.772,0.7373
P11_05_371,P11,P11_05,00:27:03.300,00:27:02.77,00:27:03.98,97366,97438,throw away tissue,throw,13,tissue,88,['tissue'],[88],1,4.0,4.0,5.0,5.0,5.0,0.8863636363636362,0.9998282,0.43366462,0.4335901,0.7495,0.798,0.76
P11_101_0,P11,P11_101,00:00:04.6,00:00:04.1,00:00:06.0,202,299,close drawer,close,4,drawer,8,['drawer'],[8],1,5.0,3.0,4.0,5.0,5.0,0.806338028169014,0.4857008,0.50643367,0.24597523,0.7803,0.802,0.783
P11_101_25,P11,P11_101,00:02:02.4,00:02:02.1,00:02:03.3,6106,6163,open drawer,open,3,drawer,8,['drawer'],[8],1,5.0,5.0,4.0,5.0,4.0,0.8863636363636362,0.69673085,0.99989104,0.6966549,0.7104,0.7295,0.7144
P11_101_34,P11,P11_101,00:02:22.6,00:02:21.3,00:02:23.3,7065,7162,remove packaging,remove,12,packaging,26,['packaging'],[26],1,5.0,5.0,5.0,5.0,5.0,1.0,0.4449859,0.56596416,0.25184608,0.739,0.744,0.7847
P11_101_9,P11,P11_101,00:00:30.4,00:00:29.5,00:00:32.3,1477,1614,put down sous vide machine,put-down,1,machine:sous:vide,250,['machine:sous:vide'],[250],1,5.0,5.0,5.0,5.0,5.0,1.0,0.40141028,0.0849515,0.034100406,0.1912,0.3428,0.1971
