narration_id,participant_id,video_id,narration_timestamp,start_timestamp,stop_timestamp,start_frame,stop_frame,narration,verb,verb_class,noun,noun_class,all_nouns,all_noun_classes,action_presence,camera_motion,lighting,focus,action_completeness,object_presence,quality_score
P03_109_190,P03,P03_109,00:10:38.104,00:10:36.61,00:10:38.34,31830,31917,squeeze sponge,squeeze,18,sponge,9,['sponge'],[9],1,5.0,5.0,4.0,5.0,5.0,0.9404761904761905
P03_109_267,P03,P03_109,00:14:09.851,00:14:09.68,00:14:10.50,42484,42525,move tap,move,11,tap,0,['tap'],[0],1,5.0,5.0,5.0,5.0,5.0,1.0
P03_109_360,P03,P03_109,00:17:20.394,00:17:19.74,00:17:20.15,51987,52007,put down cheese packet,put-down,1,packet:cheese,26,['packet:cheese'],[26],1,4.0,4.0,4.0,5.0,4.0,0.7916666666666667
P03_109_364,P03,P03_109,00:17:34.850,00:17:35.23,00:17:36.06,52761,52803,pick up cheese and butter,pick-up,0,cheese,32,"['cheese', 'butter']","[32, 78]",1,5.0,5.0,5.0,5.0,4.0,0.9404761904761905
P03_109_47,P03,P03_109,00:01:31.350,00:01:31.22,00:01:32.18,4561,4609,put ladle in drying rack,put-in,5,ladle,97,"['ladle', 'rack:drying']","[97, 110]",1,5.0,5.0,5.0,5.0,5.0,1.0
P03_111_14,P03,P03_111,00:00:24.602,00:00:23.90,00:00:26.22,1195,1311,shake tupperware,shake,15,tupperware,23,['tupperware'],[23],1,5.0,5.0,5.0,5.0,4.0,0.9404761904761905
P03_112_112,P03,P03_112,00:03:52.4,00:03:51.0,00:03:56.4,11549,11818,close cheese bag,close,4,bag:cheese,19,['bag:cheese'],[19],1,5.0,5.0,5.0,5.0,5.0,1.0
P03_112_113,P03,P03_112,00:03:57.355,00:03:56.32,00:03:57.48,11816,11874,push air out of cheese bag,push-out,21,air,238,"['air', 'bag:cheese']","[238, 19]",1,5.0,5.0,5.0,5.0,5.0,1.0
P03_112_13,P03,P03_112,00:00:27.1,00:00:25.2,00:00:28.0,1259,1399,pick up mug,pick-up,0,mug,13,['mug'],[13],1,5.0,5.0,5.0,5.0,3.0,0.8529411764705883
P03_112_140,P03,P03_112,00:05:21.6,00:05:21.6,00:05:22.2,16080,16112,turn off tap,turn-off,8,tap,0,['tap'],[0],1,5.0,5.0,5.0,5.0,5.0,1.0
P03_112_18,P03,P03_112,00:00:31.9,00:00:31.5,00:00:33.2,1573,1660,open rice container,open,3,container:rice,21,['container:rice'],[21],1,5.0,5.0,5.0,5.0,5.0,1.0
P03_112_30,P03,P03_112,00:00:53.4,00:00:53.4,00:00:54.5,2671,2725,put salt,put,1,salt,38,['salt'],[38],1,5.0,5.0,5.0,5.0,5.0,1.0
P03_112_42,P03,P03_112,00:01:23.6,00:01:21.5,00:01:24.4,4076,4218,throw rice bag into bin,throw-into,13,bag:rice,19,"['bag:rice', 'bin']","[19, 36]",1,4.0,4.0,5.0,4.0,4.0,0.7916666666666667
P03_112_47,P03,P03_112,00:01:36.6,00:01:35.7,00:01:36.9,4785,4846,place lid,place,1,lid,6,['lid'],[6],1,5.0,4.0,5.0,5.0,4.0,0.8863636363636362
P03_112_62,P03,P03_112,00:02:01.4,00:02:01.1,00:02:02.2,6057,6111,place measuring jug,place,1,jug:measuring,66,['jug:measuring'],[66],1,4.0,4.0,5.0,5.0,4.0,0.8369565217391306
P03_112_66,P03,P03_112,00:02:07.6,00:02:06.8,00:02:08.3,6338,6413,place bowl,place,1,bowl,7,['bowl'],[7],1,4.0,5.0,4.0,4.0,4.0,0.7916666666666667
P03_112_70,P03,P03_112,00:02:11.9,00:02:11.8,00:02:12.8,6588,6640,open cupboard,open,3,cupboard,3,['cupboard'],[3],1,4.0,4.0,5.0,4.0,4.0,0.7916666666666667
P03_112_77,P03,P03_112,00:02:20.4,00:02:20.2,00:02:20.9,7011,7043,pick up knife,pick-up,0,knife,4,['knife'],[4],1,4.0,5.0,3.0,3.0,2.0,0.5231958762886598
P03_113_24,P03,P03_113,00:00:55.6,00:00:54.8,00:00:56.5,2742,2822,move tap,move,11,tap,0,['tap'],[0],1,5.0,5.0,4.0,5.0,5.0,0.9404761904761905
P03_113_29,P03,P03_113,00:01:06.6,00:01:06.3,00:01:07.6,3314,3381,take lid off saucepan,take-off,12,lid,6,"['lid', 'saucepan']","[6, 5]",1,5.0,5.0,5.0,5.0,5.0,1.0
P03_113_46,P03,P03_113,00:01:50.6,00:01:50.5,00:01:52.4,5523,5618,turn on tap,turn-on,6,tap,0,['tap'],[0],1,5.0,5.0,4.0,5.0,5.0,0.9404761904761905
P03_117_153,P03,P03_117,00:08:01.131,00:08:00.98,00:08:04.10,24049,24205,rinse washing up bowl,rinse,2,bowl:washing:up,7,['bowl:washing:up'],[7],1,5.0,5.0,5.0,5.0,5.0,1.0
P03_119_133,P03,P03_119,00:07:35.350,00:07:35.20,00:07:35.53,22760,22776,pick up sponge,pick-up,0,sponge,9,['sponge'],[9],1,4.0,5.0,4.0,4.0,4.0,0.7916666666666667
P03_11_4,P03,P03_11,00:00:12.0,00:00:09.7,00:00:10.7,583,642,place pancake,place,1,pancake,184,['pancake'],[184],1,5.0,5.0,5.0,5.0,5.0,1.0
P03_120_156,P03,P03_120,00:08:10.600,00:08:10.49,00:08:38.69,24524,25934,juice lemon half,juice,18,half:lemon,105,['half:lemon'],[105],1,3.0,5.0,5.0,5.0,3.0,0.736842105263158
P03_120_165,P03,P03_120,00:09:20.350,00:09:20.42,00:09:23.49,28020,28174,wash hands,wash,2,hand,11,['hand'],[11],1,3.0,4.0,2.0,3.0,2.0,0.40217391304347827
P03_120_254,P03,P03_120,00:13:22.350,00:13:22.25,00:13:23.00,40112,40150,close cupboard,close,4,cupboard,3,['cupboard'],[3],1,1.0,5.0,1.0,1.0,1.0,0.047619047619047616
P03_123_19,P03,P03_123,00:01:01.6,00:01:01.1,00:01:07.2,3056,3362,stir lemon curd,stir,10,curd:lemon,115,['curd:lemon'],[115],1,5.0,5.0,5.0,5.0,5.0,1.0
P03_123_3,P03,P03_123,00:00:09.4,00:00:08.5,00:00:19.7,423,984,stir lemon curd,stir,10,curd:lemon,115,['curd:lemon'],[115],1,5.0,5.0,5.0,5.0,5.0,1.0
P03_123_42,P03,P03_123,00:02:00.6,00:02:04.3,00:02:11.1,6214,6556,ladle lemon curd into clip top jar,ladle,16,curd:lemon,115,"['curd:lemon', 'jar:clip:top']","[115, 40]",1,5.0,5.0,5.0,5.0,5.0,1.0
P03_123_79,P03,P03_123,00:04:22.600,00:04:22.42,00:04:23.68,13121,13184,put down seal of clip top jar,put-down,1,seal:clip:top:jar,6,['seal:clip:top:jar'],[6],1,4.0,4.0,4.0,3.0,3.0,0.6323529411764707
P03_13_15,P03,P03_13,00:00:39.9,00:00:38.5,00:00:39.7,2312,2382,put squash,put,1,squash,116,['squash'],[116],1,4.0,4.0,4.0,4.0,4.0,0.75
P03_13_18,P03,P03_13,00:00:45.8,00:00:43.8,00:00:49.1,2630,2945,fill glass,fill,26,glass,10,['glass'],[10],1,5.0,5.0,5.0,5.0,4.0,0.9404761904761905
P03_13_8,P03,P03_13,00:00:26.9,00:00:23.0,00:00:25.0,1380,1497,grab saucepan,grab,0,saucepan,5,['saucepan'],[5],1,4.0,4.0,4.0,3.0,3.0,0.6323529411764707
P03_14_32,P03,P03_14,00:02:11.230,00:02:01.41,00:02:22.04,7284,8522,continue sweeping floor,sweep,57,floor,159,['floor'],[159],1,4.0,4.0,5.0,5.0,5.0,0.8863636363636362
P03_16_29,P03,P03_16,00:01:52.180,00:01:50.93,00:01:55.80,6655,6948,stir food,stir,10,food,34,['food'],[34],1,5.0,5.0,5.0,5.0,5.0,1.0
P03_17_14,P03,P03_17,00:01:21.0,00:01:19.3,00:01:21.1,4755,4863,spoon rice onto plate,spoon,16,rice,55,"['rice', 'plate']","[55, 2]",1,4.0,4.0,5.0,5.0,5.0,0.8863636363636362
P03_17_22,P03,P03_17,00:02:20.909,00:02:20.49,00:02:21.15,8429,8469,grab knives,grab,0,knife,4,['knife'],[4],1,4.0,3.0,4.0,4.0,3.0,0.6323529411764707
P03_19_12,P03,P03_19,00:00:23.410,00:00:22.67,00:00:33.62,1360,2017,fill saucepan,fill,26,saucepan,5,['saucepan'],[5],1,5.0,4.0,4.0,5.0,5.0,0.8863636363636362
P03_19_125,P03,P03_19,00:05:47.660,00:05:44.59,00:05:47.19,20675,20831,turn off tap,turn-off,8,tap,0,['tap'],[0],1,5.0,4.0,3.0,4.0,5.0,0.7635135135135134
P03_19_147,P03,P03_19,00:07:33.190,00:07:32.01,00:07:32.67,27120,27160,grab lunch box,grab,0,box:lunch,23,['box:lunch'],[23],1,5.0,5.0,5.0,5.0,5.0,1.0
P03_19_37,P03,P03_19,00:02:08.700,00:02:06.81,00:02:07.67,7608,7660,close cupboard,close,4,cupboard,3,['cupboard'],[3],1,5.0,4.0,2.0,2.0,2.0,0.3910256410256411
P03_19_56,P03,P03_19,00:02:47.200,00:02:45.51,00:02:48.41,9930,10104,close bottle,close,4,bottle,15,['bottle'],[15],1,4.0,4.0,4.0,5.0,4.0,0.7916666666666667
P03_20_53,P03,P03_20,00:04:39.129,00:04:41.23,00:04:46.15,16873,17169,empty plug in bin,empty,20,plug,153,"['plug', 'bin']","[153, 36]",1,4.0,3.0,4.0,5.0,4.0,0.7240259740259741
P04_01_42,P04,P04_01,00:03:21.089,00:03:21.19,00:03:30.39,12071,12623,drop can,drop,59,can,61,['can'],[61],1,5.0,5.0,2.0,2.0,5.0,0.53125
P04_02_101,P04,P04_02,00:08:57.9,00:08:48.8,00:08:59.8,31728,32391,take tuna patty out of pan,take-out,12,patty:tuna,139,"['patty:tuna', 'pan']","[139, 5]",1,5.0,5.0,5.0,5.0,5.0,1.0
P04_02_115,P04,P04_02,00:10:01.0,00:10:01.2,00:10:06.7,36073,36404,shape tuna patty,shape,74,patty:tuna,139,['patty:tuna'],[139],1,3.0,3.0,3.0,5.0,4.0,0.6120689655172414
P04_02_118,P04,P04_02,00:10:14.9,00:10:10.9,00:10:18.7,36656,37119,shape tuna patty,shape,74,patty:tuna,139,['patty:tuna'],[139],1,5.0,4.0,5.0,5.0,4.0,0.8863636363636362
P04_02_167,P04,P04_02,00:13:58.4,00:13:55.3,00:14:14.7,50119,51284,slice cucumber,slice,7,cucumber,72,['cucumber'],[72],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_02_176,P04,P04_02,00:14:36.9,00:14:36.7,00:14:38.8,52602,52725,wash cucumber,wash,2,cucumber,72,['cucumber'],[72],1,4.0,5.0,4.0,4.0,3.0,0.7240259740259741
P04_02_179,P04,P04_02,00:14:45.8,00:14:44.7,00:14:47.9,53080,53272,put in bowl,put-in,5,bowl,7,['bowl'],[7],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_02_194,P04,P04_02,00:15:33.4,00:15:32.3,00:15:37.0,55937,56219,rub pan with kitchen roll,rub-with,55,pan,5,"['pan', 'roll:kitchen']","[5, 93]",1,5.0,5.0,5.0,5.0,5.0,1.0
P04_02_220,P04,P04_02,00:16:40.3,00:16:38.7,00:16:40.2,59920,60010,pick up sushi mat,pick-up,0,mat:sushi,259,['mat:sushi'],[259],1,5.0,3.0,5.0,5.0,3.0,0.736842105263158
P04_02_232,P04,P04_02,00:17:17.0,00:17:14.0,00:17:17.1,62041,62228,pick up onion,pick-up,0,onion,16,['onion'],[16],1,5.0,3.0,5.0,5.0,4.0,0.806338028169014
P04_02_245,P04,P04_02,00:19:24.9,00:19:16.4,00:19:22.8,69385,69769,roll egg,roll,47,egg,53,['egg'],[53],1,5.0,4.0,4.0,2.0,4.0,0.6120689655172414
P04_02_248,P04,P04_02,00:19:38.1,00:19:37.0,00:19:38.4,70620,70702,pick up sushi mat,pick-up,0,mat:sushi,259,['mat:sushi'],[259],1,3.0,5.0,4.0,5.0,4.0,0.7635135135135134
P04_02_264,P04,P04_02,00:20:28.5,00:20:23.3,00:20:24.9,73396,73494,pick up carrot,pick-up,0,carrot,41,['carrot'],[41],1,5.0,5.0,5.0,5.0,5.0,0.9431818181818181
P04_02_271,P04,P04_02,00:20:50.7,00:20:50.7,00:20:51.7,75042,75102,put on tray,put-on,1,tray,35,['tray'],[35],1,5.0,4.0,5.0,5.0,5.0,0.9404761904761905
P04_02_291,P04,P04_02,00:21:56.6,00:21:55.6,00:21:56.7,78936,79004,pick up bag,pick-up,0,bag,19,['bag'],[19],1,5.0,5.0,4.0,5.0,5.0,0.9404761904761905
P04_02_313,P04,P04_02,00:23:10.0,00:23:09.8,00:23:17.7,83389,83863,put bag in freezer,put-in,5,bag,19,"['bag', 'freezer']","[19, 113]",1,5.0,5.0,4.0,5.0,4.0,0.8863636363636362
P04_02_86,P04,P04_02,00:08:00.3,00:07:37.3,00:08:04.0,27439,29039,roll egg,roll,47,egg,53,['egg'],[53],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_03_0,P04,P04_03,00:00:03.5,00:00:03.1,00:00:04.3,183,258,pick up spatula,pick-up,0,spatula,20,['spatula'],[20],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_03_100,P04,P04_03,00:06:07.8,00:06:07.3,00:06:09.3,22038,22156,pick up knife,pick-up,0,knife,4,['knife'],[4],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_03_101,P04,P04_03,00:06:09.910,00:06:09.51,00:06:14.91,22170,22494,slice egg omelette,slice,7,omelette:egg,162,['omelette:egg'],[162],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_03_11,P04,P04_03,00:00:30.3,00:00:29.3,00:00:31.3,1757,1876,flip tuna burger,flip,22,burger:tuna,139,['burger:tuna'],[139],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_03_113,P04,P04_03,00:07:17.7,00:07:12.7,00:07:19.4,25964,26362,pick up rolled omelette slice,pick-up,0,slice:rolled:omelette,162,['slice:rolled:omelette'],[162],1,5.0,5.0,5.0,5.0,5.0,0.9431818181818181
P04_03_121,P04,P04_03,00:07:44.9,00:07:41.7,00:07:43.5,27701,27808,put on baking tray,put-on,1,tray:baking,35,['tray:baking'],[35],1,4.0,3.0,4.0,4.0,4.0,0.6875
P04_03_124,P04,P04_03,00:07:50.9,00:07:46.7,00:07:48.5,28002,28109,pick up slice,pick-up,0,omelette,162,['omelette'],[162],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_03_14,P04,P04_03,00:00:37.5,00:00:38.5,00:00:40.2,2312,2409,pick up rice,pick-up,0,rice,55,['rice'],[55],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_03_144,P04,P04_03,00:08:43.9,00:08:41.7,00:08:46.5,31304,31591,rearrange egg,rearrange,40,egg,53,['egg'],[53],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_03_17,P04,P04_03,00:00:46.5,00:00:48.6,00:00:50.7,2919,3043,open dishwasher,open,3,dishwasher,70,['dishwasher'],[70],1,4.0,4.0,4.0,5.0,3.0,0.7240259740259741
P04_03_197,P04,P04_03,00:11:57.7,00:11:55.3,00:11:58.5,42919,43110,put carrot in lunch box,put-in,5,carrot,41,"['carrot', 'box:lunch']","[41, 23]",1,5.0,4.0,5.0,5.0,5.0,0.9404761904761905
P04_03_200,P04,P04_03,00:12:04.8,00:12:03.7,00:12:06.9,43424,43613,pick up second tupperware,pick-up,0,tupperware:second,23,['tupperware:second'],[23],1,4.0,3.0,4.0,4.0,3.0,0.6323529411764707
P04_03_206,P04,P04_03,00:12:37.9,00:12:37.3,00:12:39.9,45436,45595,close tupperware,close,4,tupperware,23,['tupperware'],[23],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_03_47,P04,P04_03,00:02:51.5,00:02:50.2,00:02:54.2,10211,10451,squidge tuna patty,squidge,18,patty:tuna,139,['patty:tuna'],[139],1,5.0,4.0,5.0,5.0,5.0,0.9404761904761905
P04_03_51,P04,P04_03,00:03:04.8,00:03:03.9,00:03:06.2,11035,11172,pull kitchen roll,pull,31,roll:kitchen,93,['roll:kitchen'],[93],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_03_65,P04,P04_03,00:04:03.0,00:04:03.6,00:04:04.5,14616,14672,put in bowl,put-in,5,bowl,7,['bowl'],[7],0,,,,,,0.0
P04_03_83,P04,P04_03,00:04:52.9,00:04:52.4,00:04:54.6,17547,17673,mix yoghurt,mix,10,yoghurt,98,['yoghurt'],[98],1,5.0,5.0,4.0,5.0,4.0,0.8863636363636362
P04_03_90,P04,P04_03,00:05:20.3,00:05:19.4,00:05:21.3,19166,19278,check tuna burger,check,24,burger:tuna,139,['burger:tuna'],[139],1,3.0,3.0,5.0,5.0,5.0,0.736842105263158
P04_03_93,P04,P04_03,00:05:40.8,00:05:37.7,00:05:41.9,20260,20515,pick up bacon tray,pick-up,0,tray:bacon,35,['tray:bacon'],[35],1,5.0,4.0,5.0,5.0,5.0,0.9404761904761905
P04_04_10,P04,P04_04,00:00:39.0,00:00:38.1,00:00:40.5,2286,2428,put in dishwasher,put-in,5,dishwasher,70,['dishwasher'],[70],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_04_100,P04,P04_04,00:09:19.6,00:09:19.1,00:09:29.8,33544,34189,slice paneer,slice,7,paneer,32,['paneer'],[32],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_04_108,P04,P04_04,00:10:49.4,00:10:48.8,00:10:49.8,38929,38990,rinse hands,rinse,2,hand,11,['hand'],[11],1,4.0,4.0,4.0,3.0,4.0,0.6875
P04_04_112,P04,P04_04,00:10:57.9,00:11:00.6,00:11:01.6,39637,39694,open cupboard,open,3,cupboard,3,['cupboard'],[3],1,5.0,4.0,5.0,5.0,5.0,0.9404761904761905
P04_04_131,P04,P04_04,00:12:21.5,00:12:21.2,00:12:23.9,44473,44631,pick up kitchen roll,pick-up,0,roll:kitchen,93,['roll:kitchen'],[93],1,4.0,4.0,4.0,5.0,5.0,0.8369565217391306
P04_04_138,P04,P04_04,00:12:52.0,00:12:56.5,00:12:59.2,46588,46749,test potato,test,24,potato,30,['potato'],[30],1,5.0,4.0,5.0,5.0,5.0,0.9404761904761905
P04_04_15,P04,P04_04,00:01:02.3,00:01:02.8,00:01:05.0,3765,3903,push drawer,push,21,drawer,8,['drawer'],[8],1,4.0,3.0,4.0,4.0,4.0,0.6875
P04_04_18,P04,P04_04,00:01:09.7,00:01:10.2,00:01:12.6,4212,4357,turn on dishwasher,turn-on,6,dishwasher,70,['dishwasher'],[70],1,5.0,4.0,5.0,5.0,5.0,0.9404761904761905
P04_04_21,P04,P04_04,00:01:23.8,00:01:24.5,00:01:41.8,5068,6109,wash frying pan,wash,2,pan:frying,5,['pan:frying'],[5],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_04_25,P04,P04_04,00:01:59.6,00:01:55.7,00:01:57.8,6942,7070,dry frying pan,dry,14,pan:frying,5,['pan:frying'],[5],1,4.0,4.0,4.0,4.0,4.0,0.875
P04_04_58,P04,P04_04,00:04:41.6,00:04:41.2,00:04:43.5,16873,17009,cut potato into chunks,cut-into,7,potato,30,['potato'],[30],1,4.0,3.0,4.0,5.0,4.0,0.7240259740259741
P04_04_61,P04,P04_04,00:04:50.9,00:04:50.9,00:04:56.7,17451,17799,peel potato,peel,19,potato,30,['potato'],[30],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_04_67,P04,P04_04,00:05:27.2,00:05:33.5,00:05:38.2,20012,20289,slice potato,slice,7,potato,30,['potato'],[30],1,4.0,4.0,4.0,4.0,5.0,0.7916666666666667
P04_04_7,P04,P04_04,00:00:33.5,00:00:33.0,00:00:33.5,1977,2010,open drawer,open,3,drawer,8,['drawer'],[8],1,4.0,3.0,5.0,4.0,4.0,0.7240259740259741
P04_04_90,P04,P04_04,00:08:15.6,00:08:14.3,00:08:16.9,29658,29814,open drawer,open,3,drawer,8,['drawer'],[8],1,3.0,3.0,5.0,5.0,5.0,0.736842105263158
P04_05_0,P04,P04_05,00:00:45.6,00:00:36.3,00:00:38.6,2175,2315,pick up onion peelings,pick-up,0,peeling:onion,48,['peeling:onion'],[48],0,,,,,,0.0
P04_05_121,P04,P04_05,00:13:36.8,00:13:41.7,00:13:44.7,49299,49482,turn down hob,turn-down,65,hob,24,['hob'],[24],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_05_124,P04,P04_05,00:13:58.1,00:13:57.7,00:13:59.2,50260,50352,scrape off knife,scrape-off,25,knife,4,['knife'],[4],1,5.0,5.0,5.0,5.0,5.0,0.9702380952380952
P04_05_127,P04,P04_05,00:14:12.3,00:14:11.6,00:14:13.6,51095,51216,stir onion in pan,stir-in,10,onion,16,"['onion', 'pan']","[16, 5]",1,5.0,4.0,5.0,5.0,5.0,0.9404761904761905
P04_05_151,P04,P04_05,00:18:17.0,00:18:17.4,00:18:21.0,65846,66063,put down tomatoes,put-down,1,tomato,43,['tomato'],[43],1,5.0,5.0,3.0,5.0,4.0,0.806338028169014
P04_05_165,P04,P04_05,00:19:11.2,00:19:10.9,00:19:13.6,69053,69216,wash spoon,wash,2,spoon,1,['spoon'],[1],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_05_180,P04,P04_05,00:20:56.0,00:20:54.1,00:20:56.4,75246,75387,pour oil,pour,9,oil,31,['oil'],[31],1,5.0,4.0,5.0,5.0,5.0,0.9404761904761905
P04_05_190,P04,P04_05,00:21:44.1,00:21:43.6,00:21:45.6,78217,78333,open passata,open,3,passata,47,['passata'],[47],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_05_200,P04,P04_05,00:23:08.3,00:23:11.0,00:23:12.8,83457,83566,put away,put-away,1,oil,31,['oil'],[31],1,5.0,5.0,5.0,5.0,1.0,0.4444444444444444
P04_05_23,P04,P04_05,00:02:42.4,00:02:40.5,00:03:12.4,9630,11542,turn paneer,turn,23,paneer,32,['paneer'],[32],1,5.0,5.0,4.0,4.0,5.0,0.8863636363636362
P04_05_230,P04,P04_05,00:25:45.6,00:25:46.8,00:25:48.8,92809,92928,open cupboard,open,3,cupboard,3,['cupboard'],[3],1,4.0,5.0,5.0,5.0,5.0,0.9404761904761905
P04_05_244,P04,P04_05,00:26:55.5,00:26:55.5,00:26:56.8,96932,97008,pick up box,pick-up,0,box,23,['box'],[23],1,5.0,3.0,4.0,5.0,4.0,0.7635135135135134
P04_05_254,P04,P04_05,00:27:44.0,00:27:42.4,00:27:47.6,99746,100054,pick up baking powder,pick-up,0,powder:baking,138,['powder:baking'],[138],1,3.0,3.0,4.0,3.0,2.0,0.4642857142857143
P04_05_259,P04,P04_05,00:28:07.399,00:28:06.16,00:28:08.04,101169,101282,measure baking powder,measure,69,powder:baking,138,['powder:baking'],[138],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_05_26,P04,P04_05,00:03:14.9,00:03:17.7,00:03:19.4,11860,11965,put potatoes in water,put-in,5,potato,30,"['potato', 'water']","[30, 27]",1,5.0,5.0,5.0,5.0,5.0,1.0
P04_05_272,P04,P04_05,00:29:15.1,00:29:51.2,00:30:02.5,107469,108147,wash hands,wash,2,hand,11,['hand'],[11],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_05_276,P04,P04_05,00:30:42.799,00:30:41.58,00:30:44.71,110494,110682,stir pan,stir,10,pan,5,['pan'],[5],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_05_32,P04,P04_05,00:04:03.2,00:04:38.6,00:04:46.5,16717,17192,turn potato,turn,23,potato,30,['potato'],[30],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_05_37,P04,P04_05,00:05:03.9,00:05:03.1,00:05:04.2,18184,18255,open cupboard,open,3,cupboard,3,['cupboard'],[3],1,5.0,3.0,5.0,5.0,5.0,0.8529411764705883
P04_05_85,P04,P04_05,00:09:01.6,00:08:58.2,00:09:31.9,32292,34316,slice garlic,slice,7,garlic,51,['garlic'],[51],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_101_0,P04,P04_101,00:00:00.9,00:00:01.4,00:00:02.7,68,134,pick up cling film,pick-up,0,film:cling,100,['film:cling'],[100],1,4.0,5.0,4.0,5.0,5.0,0.8863636363636362
P04_101_11,P04,P04_101,00:00:22.9,00:00:20.0,00:00:23.2,1000,1162,move bowl,move,11,bowl,7,['bowl'],[7],1,5.0,4.0,4.0,4.0,4.0,0.7916666666666667
P04_101_121,P04,P04_101,00:04:29.6,00:04:27.0,00:04:31.1,13350,13556,spoon yoghurt into bowl,spoon-into,16,yoghurt,98,"['yoghurt', 'bowl']","[98, 7]",1,5.0,5.0,5.0,5.0,5.0,1.0
P04_101_135,P04,P04_101,00:04:50.6,00:04:50.8,00:04:51.6,14538,14582,pick up yoghurt,pick-up,0,yoghurt,98,['yoghurt'],[98],1,5.0,5.0,3.0,4.0,4.0,0.7635135135135134
P04_101_142,P04,P04_101,00:05:04.1,00:05:04.2,00:05:05.7,15208,15285,open granola,open,3,granola,99,['granola'],[99],1,4.0,4.0,3.0,3.0,2.0,0.5000000000000001
P04_101_191,P04,P04_101,00:07:04.1,00:07:03.0,00:07:15.9,21147,21794,dry mug,dry,14,mug,13,['mug'],[13],1,4.0,4.0,3.0,4.0,3.0,0.6323529411764707
P04_101_235,P04,P04_101,00:08:57.9,00:08:58.4,00:08:59.9,26919,26993,rinse filter,rinse,2,filter,77,['filter'],[77],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_101_25,P04,P04_101,00:00:42.4,00:00:42.2,00:00:42.9,2108,2145,move tub,move,11,tub,23,['tub'],[23],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_101_30,P04,P04_101,00:00:48.9,00:00:46.5,00:00:50.3,2324,2513,press button on scales,press,21,button,92,"['button', 'scale']","[92, 108]",1,4.0,5.0,4.0,4.0,5.0,0.8369565217391306
P04_101_52,P04,P04_101,00:01:40.9,00:01:40.1,00:01:40.9,5006,5043,put down spoon,put-down,1,spoon,1,['spoon'],[1],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_101_55,P04,P04_101,00:01:44.9,00:01:44.5,00:01:44.8,5226,5241,close drawer,close,4,drawer,8,['drawer'],[8],1,4.0,5.0,3.0,3.0,2.0,0.5231958762886598
P04_101_85,P04,P04_101,00:03:25.1,00:03:23.0,00:03:26.1,10148,10307,pull out tray,pull-out,31,tray,35,['tray'],[35],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_101_96,P04,P04_101,00:03:44.6,00:03:44.6,00:03:45.7,11232,11285,pick up scales,pick-up,0,scale,108,['scale'],[108],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_102_56,P04,P04_102,00:01:59.350,00:01:59.31,00:02:01.11,5965,6055,open quorn sausages,open,3,sausage:quorn,86,['sausage:quorn'],[86],1,5.0,5.0,5.0,4.0,3.0,0.806338028169014
P04_104_114,P04,P04_104,00:04:27.603,00:04:27.45,00:04:28.31,13372,13415,moves things in drawer,move-in,5,drawer,8,['drawer'],[8],1,5.0,5.0,5.0,5.0,5.0,1.0
P04_104_57,P04,P04_104,00:02:15.600,00:02:15.84,00:02:16.33,6792,6816,put tub under tap,put-under,1,tub,23,"['tub', 'tap']","[23, 0]",1,5.0,5.0,5.0,5.0,5.0,1.0
P04_106_46,P04,P04_106,00:01:54.600,00:01:53.48,00:01:55.02,5673,5751,move bowl,move,11,bowl,7,['bowl'],[7],1,5.0,5.0,5.0,5.0,4.0,0.9404761904761905
P04_107_454,P04,P04_107,00:13:26.353,00:13:26.47,00:13:27.08,40323,40354,pick up pastry brush,pick-up,0,brush:pastry,103,['brush:pastry'],[103],1,5.0,4.0,5.0,5.0,5.0,0.9404761904761905
P04_107_620,P04,P04_107,00:17:00.853,00:16:58.00,00:17:01.54,50900,51077,unfold dough,unfold,39,dough,25,['dough'],[25],1,5.0,5.0,4.0,4.0,4.0,0.8369565217391306
